student_id,Open Elective-IV_mark,lag_Open Elective-IV,Open Elective-III_mark,lag_Open Elective-III,Elective-V_mark,lag_Elective-V,Elective–IV_mark,lag_Elective–IV,Elective -III_mark,lag_Elective -III
431,4.21,1,23.19,0,15.36,0,0.38,1,2.47,1
432,10.5,1,18.45,0,6.0,1,9.85,1,10.12,1
433,14.33,1,21.55,0,24.1,0,22.99,0,9.48,1
434,27.8,0,4.48,1,21.24,0,10.1,1,28.22,0
435,11.33,1,22.78,0,7.13,1,11.8,1,26.72,0
436,23.94,0,15.51,0,26.46,0,14.8,1,25.35,0
437,27.88,0,12.51,1,10.21,1,22.81,0,3.69,1
438,29.23,0,24.59,0,23.7,0,20.46,0,2.51,1
439,6.24,1,28.38,0,22.73,0,7.8,1,16.82,0
440,19.56,0,12.8,1,18.89,0,19.92,0,13.64,1
441,11.45,1,8.6,1,12.52,1,11.03,1,5.0,1
442,12.59,1,20.45,0,9.97,1,17.41,0,16.15,0
443,9.36,1,29.85,0,25.28,0,4.27,1,23.49,0
444,17.7,0,27.16,0,0.74,1,27.76,0,1.64,1
445,0.12,1,5.01,1,1.41,1,17.54,0,7.78,1
446,26.5,0,19.42,0,8.78,1,14.39,1,2.68,1
447,19.65,0,17.72,0,17.36,0,2.69,1,19.67,0
448,5.37,1,16.85,0,25.71,0,10.12,1,10.08,1
449,5.14,1,9.09,1,27.87,0,26.27,0,19.77,0
450,13.57,1,23.75,0,19.94,0,28.93,0,6.77,1
451,21.96,0,18.06,0,4.49,1,16.88,0,27.95,0
452,18.51,0,21.05,0,11.4,1,6.35,1,28.21,0
453,14.4,1,23.7,0,6.9,1,6.85,1,1.27,1
454,12.09,1,25.39,0,24.99,0,12.74,1,28.41,0
455,29.71,0,8.73,1,23.99,0,3.24,1,4.98,1
456,28.09,0,15.65,0,21.21,0,17.31,0,10.11,1
457,1.07,1,14.82,1,12.07,1,14.42,1,11.35,1
458,17.96,0,20.18,0,8.46,1,26.07,0,7.67,1
459,10.16,1,6.03,1,5.33,1,16.99,0,0.33,1
460,27.78,0,25.87,0,3.49,1,19.89,0,15.38,0
461,27.25,0,25.56,0,12.91,1,14.84,1,17.18,0
462,21.19,0,17.03,0,5.05,1,26.71,0,2.97,1
463,17.48,0,28.48,0,24.39,0,16.76,0,16.04,0
464,10.14,1,29.23,0,5.21,1,18.37,0,24.33,0
465,7.71,1,19.21,0,18.44,0,21.99,0,4.1,1
466,18.23,0,19.36,0,29.85,0,2.82,1,22.06,0
467,4.91,1,3.48,1,27.85,0,12.1,1,6.61,1
468,12.24,1,18.01,0,7.13,1,27.97,0,13.13,1
469,22.32,0,16.92,0,10.77,1,19.62,0,2.64,1
470,5.45,1,15.84,0,21.05,0,9.87,1,1.01,1
471,25.75,0,8.14,1,4.51,1,21.43,0,14.07,1
472,26.06,0,17.02,0,28.42,0,15.74,0,26.94,0
473,13.46,1,25.43,0,2.37,1,1.21,1,15.0,0
474,8.01,1,9.22,1,7.39,1,11.78,1,4.46,1
475,10.48,1,5.18,1,8.13,1,2.75,1,9.85,1
476,5.3,1,0.63,1,6.92,1,15.26,0,3.66,1
477,29.37,0,26.4,0,10.66,1,11.31,1,21.3,0
478,30.0,0,28.51,0,29.92,0,26.02,0,17.14,0
479,1.83,1,2.85,1,26.85,0,14.27,1,25.41,0
480,0.39,1,18.66,0,8.57,1,3.48,1,20.87,0
481,12.23,1,0.7,1,19.64,0,5.26,1,10.61,1
482,13.07,1,13.75,1,20.44,0,10.27,1,17.73,0
483,3.04,1,0.45,1,2.04,1,27.01,0,19.47,0
484,7.06,1,16.24,0,1.75,1,0.06,1,19.98,0
485,27.98,0,11.2,1,7.48,1,1.41,1,23.71,0
486,1.64,1,1.22,1,17.65,0,18.03,0,29.51,0
487,23.3,0,18.55,0,27.38,0,16.26,0,4.83,1
488,21.21,0,3.38,1,8.75,1,19.21,0,8.8,1
489,19.02,0,23.29,0,26.01,0,9.28,1,8.66,1
490,1.55,1,9.13,1,6.46,1,20.76,0,26.29,0
491,21.33,0,25.01,0,29.73,0,9.71,1,7.33,1
492,8.84,1,19.62,0,14.77,1,13.97,1,14.98,1
493,3.67,1,4.82,1,22.41,0,5.32,1,15.52,0
494,22.16,0,20.94,0,0.7,1,26.49,0,4.08,1
495,20.99,0,1.66,1,4.72,1,21.75,0,5.06,1
496,12.17,1,17.69,0,23.78,0,8.25,1,11.85,1
497,5.06,1,3.34,1,28.37,0,24.77,0,21.67,0
498,12.95,1,9.79,1,10.11,1,20.23,0,19.88,0
499,9.37,1,9.3,1,22.18,0,23.57,0,14.87,1
500,27.65,0,14.44,1,18.27,0,26.48,0,23.34,0
501,23.36,0,10.06,1,16.31,0,5.21,1,5.52,1
502,28.43,0,13.57,1,19.5,0,14.77,1,23.95,0
503,19.76,0,20.94,0,15.75,0,29.16,0,10.66,1
504,26.29,0,21.36,0,14.12,1,11.33,1,20.13,0
505,23.55,0,4.2,1,5.26,1,4.45,1,29.16,0
506,28.56,0,29.01,0,8.43,1,14.94,1,20.29,0
507,9.5,1,26.62,0,5.57,1,21.6,0,16.01,0
508,11.52,1,14.3,1,12.43,1,20.53,0,9.7,1
509,19.03,0,16.57,0,28.87,0,6.24,1,16.05,0
510,23.61,0,28.41,0,28.23,0,6.08,1,23.21,0
511,8.71,1,22.18,0,27.43,0,10.84,1,6.88,1
512,5.48,1,6.52,1,18.37,0,27.08,0,28.69,0
513,8.23,1,11.8,1,23.33,0,29.15,0,4.75,1
514,7.99,1,7.59,1,20.02,0,18.27,0,18.41,0
515,15.04,0,15.82,0,6.33,1,29.7,0,0.2,1
516,26.02,0,13.51,1,13.88,1,3.14,1,26.14,0
517,16.97,0,15.79,0,18.82,0,5.59,1,0.29,1
518,11.88,1,18.55,0,18.15,0,13.24,1,8.42,1
519,7.94,1,12.92,1,19.97,0,22.64,0,6.95,1
520,14.11,1,19.43,0,3.2,1,5.3,1,2.65,1
521,10.36,1,5.18,1,26.12,0,27.44,0,22.17,0
522,5.0,1,18.68,0,15.08,0,19.06,0,2.14,1
523,24.97,0,14.49,1,14.62,1,14.54,1,12.64,1
524,22.43,0,23.29,0,18.56,0,2.77,1,16.02,0
525,13.57,1,16.24,0,22.39,0,22.95,0,21.27,0
526,18.28,0,9.16,1,27.31,0,1.28,1,29.04,0
527,8.57,1,23.14,0,14.56,1,22.65,0,7.4,1
528,9.62,1,11.39,1,21.64,0,1.1,1,12.41,1
529,6.75,1,12.8,1,24.75,0,29.05,0,20.03,0
530,6.84,1,8.82,1,12.76,1,0.14,1,18.25,0
531,13.41,1,6.94,1,3.66,1,19.77,0,5.42,1
532,8.19,1,19.9,0,23.78,0,10.4,1,13.15,1
533,4.82,1,9.44,1,14.64,1,9.41,1,23.78,0
534,21.46,0,0.54,1,22.98,0,28.69,0,13.77,1
535,17.12,0,23.03,0,16.7,0,27.79,0,6.65,1
536,18.3,0,6.75,1,22.18,0,20.0,0,16.95,0
537,16.13,0,10.85,1,19.23,0,19.33,0,27.21,0
538,5.51,1,22.82,0,19.97,0,28.5,0,25.96,0
539,26.78,0,22.11,0,15.85,0,12.63,1,25.21,0
540,27.71,0,2.62,1,27.41,0,23.65,0,9.4,1
541,8.79,1,14.76,1,24.03,0,14.5,1,23.27,0
542,20.57,0,8.21,1,22.6,0,21.23,0,8.92,1
543,0.24,1,14.3,1,23.28,0,25.74,0,23.44,0
544,20.84,0,22.13,0,2.91,1,16.26,0,17.51,0
545,24.44,0,8.67,1,24.77,0,18.68,0,8.7,1
546,11.55,1,7.88,1,21.06,0,22.77,0,24.49,0
547,2.66,1,24.43,0,5.83,1,4.02,1,28.32,0
548,14.57,1,25.6,0,7.48,1,10.7,1,10.72,1
549,22.8,0,20.64,0,13.34,1,8.17,1,9.47,1
550,3.15,1,22.18,0,1.87,1,9.29,1,7.32,1
551,10.47,1,23.93,0,13.16,1,23.24,0,25.06,0
552,23.43,0,6.04,1,14.01,1,4.1,1,23.87,0
553,29.64,0,15.98,0,29.6,0,28.46,0,16.04,0
554,0.07,1,27.63,0,16.05,0,2.17,1,28.23,0
555,14.41,1,20.55,0,6.68,1,15.36,0,23.4,0
556,19.07,0,1.13,1,12.28,1,9.88,1,28.02,0
557,20.06,0,22.4,0,21.92,0,4.05,1,18.13,0
558,26.49,0,21.24,0,26.92,0,15.52,0,13.79,1
559,3.5,1,18.45,0,14.79,1,12.72,1,8.19,1
560,10.43,1,13.27,1,9.26,1,3.69,1,5.8,1
561,7.95,1,10.29,1,12.94,1,13.74,1,22.03,0
562,5.3,1,24.09,0,1.09,1,0.55,1,2.48,1
563,15.16,0,18.72,0,23.18,0,27.5,0,14.37,1
564,23.34,0,8.45,1,11.23,1,12.63,1,5.71,1
565,11.43,1,7.83,1,20.67,0,13.11,1,20.7,0
566,7.25,1,17.19,0,1.1,1,18.95,0,4.7,1
567,19.03,0,24.62,0,0.18,1,28.79,0,7.84,1
568,16.9,0,18.84,0,6.99,1,4.36,1,16.09,0
569,24.97,0,27.66,0,16.23,0,17.15,0,15.4,0
570,29.17,0,13.75,1,9.71,1,27.22,0,22.5,0
571,1.68,1,20.34,0,18.84,0,19.21,0,12.93,1
572,2.02,1,0.99,1,18.26,0,12.08,1,30.0,0
573,0.27,1,11.73,1,22.47,0,23.27,0,29.15,0
574,17.53,0,28.87,0,14.35,1,3.26,1,8.3,1
575,26.71,0,15.38,0,13.17,1,15.8,0,17.49,0
576,10.19,1,9.0,1,3.7,1,13.13,1,23.93,0
577,29.47,0,25.78,0,27.34,0,26.94,0,29.42,0
578,16.18,0,22.71,0,29.37,0,2.66,1,10.45,1
579,28.94,0,11.35,1,28.16,0,11.18,1,15.12,0
580,28.62,0,24.78,0,9.8,1,21.33,0,14.84,1
581,18.74,0,20.49,0,8.13,1,10.31,1,4.12,1
582,24.47,0,16.63,0,15.87,0,29.49,0,10.83,1
583,5.46,1,0.98,1,23.02,0,22.56,0,23.22,0
584,1.64,1,17.87,0,2.45,1,2.28,1,9.64,1
585,27.35,0,6.59,1,0.36,1,0.75,1,20.1,0
586,12.74,1,12.02,1,10.99,1,18.1,0,21.68,0
587,25.6,0,4.14,1,3.87,1,26.38,0,27.08,0
588,10.91,1,6.47,1,23.27,0,15.62,0,3.47,1
589,27.53,0,15.24,0,8.27,1,17.96,0,17.78,0
590,11.65,1,27.18,0,24.78,0,12.49,1,7.63,1
591,9.65,1,4.76,1,25.4,0,23.5,0,8.97,1
592,1.58,1,19.62,0,1.18,1,3.8,1,11.55,1
593,15.2,0,22.71,0,22.14,0,10.16,1,14.41,1
594,5.18,1,15.99,0,14.02,1,18.22,0,1.46,1
595,0.74,1,4.0,1,2.53,1,13.27,1,7.74,1
596,12.81,1,12.1,1,13.4,1,14.64,1,28.95,0
597,22.03,0,1.6,1,26.24,0,10.52,1,0.57,1
598,7.12,1,10.2,1,11.02,1,6.22,1,13.69,1
599,12.61,1,4.74,1,5.69,1,27.59,0,12.73,1
600,20.18,0,8.74,1,12.27,1,23.7,0,5.96,1
601,6.46,1,16.03,0,6.56,1,9.48,1,18.46,0
602,16.5,0,12.8,1,25.84,0,11.33,1,25.19,0
603,29.14,0,12.47,1,10.41,1,16.17,0,12.19,1
604,18.99,0,19.65,0,10.97,1,9.27,1,0.85,1
605,8.78,1,2.62,1,8.96,1,23.0,0,1.53,1
606,27.48,0,7.64,1,11.77,1,14.09,1,16.12,0
607,14.48,1,8.69,1,18.59,0,3.01,1,26.72,0
608,28.14,0,20.81,0,28.4,0,1.87,1,20.72,0
609,17.44,0,2.67,1,25.4,0,14.06,1,23.05,0
610,12.28,1,19.25,0,22.64,0,29.85,0,22.84,0
611,12.62,1,6.11,1,12.62,1,26.19,0,24.33,0
612,11.41,1,16.04,0,25.37,0,10.06,1,4.38,1
613,10.47,1,25.01,0,20.51,0,23.64,0,16.08,0
614,7.85,1,23.43,0,17.11,0,4.27,1,20.14,0
615,23.88,0,6.56,1,22.87,0,4.44,1,10.34,1
616,7.5,1,18.89,0,15.47,0,10.98,1,21.55,0
617,16.89,0,6.55,1,17.54,0,11.23,1,4.26,1
618,29.14,0,23.17,0,26.89,0,18.43,0,21.97,0
619,3.13,1,22.48,0,0.59,1,13.5,1,18.0,0
620,9.23,1,28.3,0,0.04,1,12.82,1,20.59,0
621,24.92,0,10.37,1,3.97,1,13.32,1,23.57,0
622,17.58,0,19.05,0,10.18,1,4.8,1,28.12,0
623,27.86,0,9.91,1,3.91,1,21.01,0,14.88,1
624,24.09,0,25.27,0,25.08,0,7.7,1,28.4,0
625,2.35,1,29.58,0,17.54,0,21.28,0,17.44,0
626,8.07,1,12.62,1,11.73,1,5.49,1,1.94,1
627,8.58,1,28.31,0,5.6,1,18.8,0,21.69,0
628,24.54,0,10.47,1,23.09,0,15.32,0,19.35,0
629,3.36,1,2.63,1,21.65,0,22.47,0,7.2,1
630,23.34,0,15.01,0,5.95,1,2.44,1,16.99,0
631,26.78,0,8.78,1,18.8,0,9.76,1,8.17,1
632,13.39,1,27.36,0,21.55,0,1.21,1,7.74,1
633,15.7,0,15.32,0,22.25,0,5.87,1,18.4,0
634,7.05,1,23.91,0,6.04,1,29.63,0,3.82,1
635,23.29,0,25.43,0,26.23,0,8.87,1,18.23,0
636,18.49,0,24.55,0,9.14,1,8.59,1,25.62,0
637,7.48,1,7.16,1,26.13,0,1.92,1,0.88,1
638,20.58,0,21.72,0,8.2,1,8.02,1,26.63,0
639,8.54,1,28.72,0,15.07,0,11.38,1,13.23,1
640,29.17,0,21.19,0,10.86,1,12.72,1,27.17,0
641,22.29,0,17.39,0,27.43,0,27.82,0,21.2,0
642,19.58,0,0.94,1,9.94,1,26.88,0,16.71,0
643,18.53,0,1.74,1,9.41,1,28.48,0,8.84,1
644,19.26,0,5.27,1,9.53,1,19.46,0,12.51,1
645,23.31,0,13.43,1,26.53,0,11.93,1,0.9,1
646,2.99,1,14.73,1,19.23,0,16.38,0,19.52,0
647,21.54,0,14.13,1,24.15,0,26.24,0,3.93,1
648,15.97,0,13.51,1,9.93,1,5.11,1,26.46,0
649,9.1,1,3.49,1,20.76,0,12.78,1,4.18,1
650,28.51,0,21.76,0,15.47,0,29.81,0,4.8,1
651,19.03,0,9.38,1,16.09,0,16.08,0,4.72,1
652,28.55,0,15.38,0,22.39,0,7.67,1,22.92,0
653,10.78,1,12.31,1,15.37,0,26.94,0,7.64,1
654,3.46,1,21.88,0,20.61,0,7.06,1,22.06,0
655,15.06,0,17.9,0,11.84,1,18.51,0,10.78,1
656,10.41,1,28.58,0,22.03,0,8.66,1,20.7,0
657,11.66,1,2.95,1,24.75,0,23.91,0,18.56,0
658,29.26,0,20.24,0,5.38,1,19.28,0,19.72,0
659,14.45,1,24.01,0,4.96,1,0.39,1,19.6,0
660,27.92,0,13.2,1,16.67,0,17.86,0,3.56,1
661,2.8,1,4.12,1,20.09,0,23.06,0,12.24,1
662,4.57,1,20.01,0,9.41,1,12.07,1,6.33,1
663,25.93,0,27.2,0,29.65,0,6.76,1,12.7,1
664,13.27,1,14.59,1,23.46,0,6.27,1,9.75,1
665,14.15,1,20.19,0,16.47,0,0.72,1,24.88,0
666,22.31,0,18.97,0,15.18,0,16.74,0,14.25,1
667,23.63,0,14.38,1,24.15,0,14.52,1,11.53,1
668,15.18,0,27.86,0,18.53,0,19.04,0,21.04,0
669,25.85,0,21.66,0,29.85,0,8.18,1,24.34,0
670,12.52,1,9.03,1,15.96,0,28.41,0,4.74,1
671,26.68,0,22.57,0,28.78,0,20.03,0,14.52,1
672,20.75,0,27.53,0,6.36,1,21.57,0,14.73,1
673,5.05,1,20.97,0,22.16,0,10.4,1,6.07,1
674,4.57,1,7.13,1,3.94,1,11.73,1,24.46,0
675,6.1,1,29.07,0,5.79,1,21.01,0,29.17,0
676,19.99,0,5.04,1,2.88,1,27.12,0,6.38,1
677,22.81,0,5.03,1,8.56,1,4.93,1,2.3,1
678,12.1,1,8.29,1,18.0,0,22.9,0,2.73,1
679,13.73,1,1.87,1,16.35,0,3.61,1,10.8,1
680,16.27,0,27.21,0,3.91,1,0.85,1,1.89,1
681,8.07,1,8.67,1,15.44,0,3.93,1,12.17,1
682,6.23,1,1.71,1,24.07,0,21.57,0,1.24,1
683,1.2,1,25.09,0,17.02,0,14.99,1,26.81,0
684,2.33,1,10.18,1,28.06,0,16.47,0,23.93,0
685,10.09,1,21.27,0,4.48,1,29.28,0,10.91,1
686,3.77,1,10.64,1,19.63,0,2.91,1,16.6,0
687,15.66,0,18.06,0,29.8,0,18.04,0,29.48,0
688,25.1,0,6.25,1,27.99,0,3.09,1,2.32,1
689,10.78,1,22.55,0,28.95,0,15.38,0,3.06,1
690,16.58,0,11.6,1,24.21,0,21.27,0,7.41,1
691,3.87,1,15.34,0,19.31,0,27.01,0,29.74,0
692,28.18,0,26.02,0,9.11,1,17.54,0,20.34,0
693,2.58,1,22.77,0,14.14,1,10.56,1,27.4,0
694,22.87,0,9.15,1,3.29,1,25.45,0,15.0,0
695,10.37,1,14.97,1,18.44,0,18.1,0,18.89,0
696,28.08,0,14.6,1,2.83,1,25.7,0,1.19,1
697,7.39,1,3.6,1,13.19,1,23.59,0,18.21,0
698,1.47,1,15.77,0,11.6,1,2.81,1,11.79,1
699,8.36,1,4.32,1,1.47,1,29.89,0,19.61,0
700,6.52,1,10.42,1,27.89,0,23.81,0,17.18,0
701,9.72,1,10.6,1,25.05,0,5.12,1,20.6,0
702,21.2,0,2.65,1,24.56,0,19.31,0,23.94,0
703,22.75,0,25.91,0,29.95,0,17.86,0,16.35,0
704,8.75,1,3.7,1,16.87,0,17.0,0,14.77,1
705,16.45,0,27.17,0,9.59,1,18.55,0,20.63,0
706,3.21,1,24.39,0,2.12,1,19.26,0,5.7,1
707,22.16,0,6.51,1,25.32,0,19.72,0,25.14,0
708,7.5,1,26.67,0,15.56,0,11.52,1,13.47,1
709,25.62,0,9.46,1,26.8,0,15.11,0,5.77,1
710,3.95,1,6.93,1,11.95,1,15.64,0,21.87,0
711,13.66,1,26.79,0,5.61,1,18.04,0,1.99,1
712,26.22,0,21.5,0,29.2,0,10.05,1,6.2,1
713,13.25,1,9.65,1,27.3,0,21.31,0,19.18,0
714,20.3,0,28.96,0,13.97,1,7.83,1,4.51,1
715,28.84,0,8.7,1,23.33,0,5.99,1,25.96,0
716,26.69,0,4.39,1,15.5,0,27.49,0,26.99,0
717,1.39,1,21.09,0,2.48,1,3.58,1,17.11,0
718,0.49,1,12.71,1,20.67,0,19.46,0,9.45,1
719,16.46,0,3.87,1,22.23,0,2.23,1,7.95,1
720,15.94,0,16.13,0,3.08,1,24.74,0,13.86,1
721,0.91,1,8.37,1,15.06,0,25.0,0,23.94,0
722,21.7,0,21.23,0,2.71,1,27.95,0,7.67,1
723,3.89,1,26.17,0,10.64,1,8.2,1,21.76,0
724,29.13,0,25.03,0,23.54,0,16.88,0,17.64,0
725,25.86,0,13.22,1,2.65,1,19.48,0,28.97,0
726,18.04,0,12.58,1,15.6,0,2.52,1,7.84,1
727,13.75,1,21.5,0,12.91,1,0.29,1,20.16,0
728,11.22,1,2.36,1,16.33,0,19.79,0,27.44,0
729,24.04,0,12.17,1,8.9,1,16.33,0,7.62,1
730,16.34,0,19.19,0,20.87,0,14.35,1,3.31,1
731,4.45,1,5.26,1,12.9,1,8.92,1,12.68,1
732,1.82,1,22.7,0,23.4,0,9.39,1,12.91,1
733,4.64,1,21.7,0,7.86,1,26.49,0,4.76,1
734,14.88,1,17.33,0,17.51,0,29.58,0,4.93,1
735,15.16,0,16.31,0,1.4,1,18.67,0,15.43,0
736,8.75,1,25.42,0,26.94,0,17.24,0,24.47,0
737,2.43,1,5.47,1,22.25,0,26.63,0,10.56,1
738,28.05,0,2.89,1,17.48,0,22.65,0,27.48,0
739,29.34,0,0.23,1,4.3,1,3.82,1,12.96,1
740,5.35,1,6.12,1,4.7,1,1.64,1,3.23,1
741,26.84,0,27.04,0,15.64,0,11.33,1,7.06,1
742,23.32,0,4.39,1,9.66,1,8.72,1,12.23,1
743,27.61,0,21.0,0,26.02,0,24.16,0,25.47,0
744,2.59,1,25.33,0,23.03,0,14.36,1,14.05,1
745,18.56,0,7.7,1,9.08,1,15.8,0,22.12,0
746,11.35,1,9.8,1,13.9,1,1.16,1,22.02,0
747,21.94,0,17.22,0,4.55,1,20.08,0,11.27,1
748,16.91,0,2.42,1,8.36,1,27.78,0,4.01,1
749,28.6,0,9.37,1,18.05,0,8.65,1,13.2,1
750,9.81,1,12.09,1,0.98,1,5.43,1,26.02,0
751,3.59,1,11.37,1,22.04,0,21.42,0,5.93,1
752,15.38,0,1.16,1,25.63,0,4.35,1,20.09,0
753,21.44,0,10.09,1,9.92,1,7.27,1,24.45,0
754,17.81,0,2.68,1,11.91,1,25.28,0,5.37,1
755,28.28,0,4.89,1,24.47,0,5.04,1,15.09,0
756,18.25,0,13.84,1,24.19,0,20.3,0,18.5,0
757,23.82,0,29.07,0,10.37,1,15.45,0,13.68,1
758,22.86,0,28.1,0,7.25,1,0.36,1,18.45,0
759,15.48,0,5.12,1,22.44,0,7.51,1,26.82,0
760,19.19,0,2.53,1,7.75,1,19.66,0,11.67,1
761,14.21,1,22.17,0,4.32,1,16.46,0,9.32,1
762,13.02,1,24.86,0,26.59,0,12.44,1,17.86,0
763,20.84,0,22.44,0,24.79,0,20.09,0,5.05,1
764,5.4,1,28.64,0,1.47,1,24.54,0,16.74,0
765,28.75,0,20.93,0,25.77,0,1.73,1,10.77,1
766,7.23,1,2.99,1,27.77,0,0.38,1,16.83,0
767,27.17,0,19.0,0,24.02,0,1.94,1,21.73,0
768,26.23,0,14.72,1,6.61,1,8.33,1,23.92,0
769,5.93,1,24.22,0,16.48,0,29.36,0,0.02,1
770,2.82,1,21.56,0,16.76,0,29.9,0,5.02,1
771,12.73,1,9.75,1,11.53,1,27.04,0,22.88,0
772,3.72,1,2.42,1,18.72,0,14.5,1,25.58,0
773,9.75,1,6.32,1,17.51,0,8.44,1,8.68,1
774,23.68,0,29.82,0,28.47,0,25.15,0,6.32,1
775,14.19,1,12.92,1,13.07,1,13.35,1,21.2,0
776,16.46,0,16.64,0,11.28,1,9.96,1,18.49,0
777,12.16,1,8.77,1,11.87,1,14.81,1,4.88,1
778,15.25,0,8.9,1,27.18,0,7.51,1,0.44,1
779,5.14,1,26.88,0,13.72,1,17.22,0,16.72,0
780,15.55,0,8.9,1,1.85,1,0.8,1,12.79,1
781,4.2,1,7.96,1,23.8,0,16.75,0,20.72,0
782,13.24,1,21.8,0,22.03,0,12.3,1,11.32,1
783,23.15,0,19.76,0,17.45,0,23.34,0,15.35,0
784,7.89,1,5.83,1,19.17,0,27.87,0,8.15,1
785,17.68,0,11.31,1,16.27,0,7.07,1,18.62,0
786,27.87,0,22.0,0,6.94,1,26.23,0,27.05,0
787,17.64,0,20.69,0,0.65,1,22.15,0,28.1,0
788,28.89,0,13.78,1,5.07,1,10.53,1,6.38,1
789,13.9,1,29.56,0,3.73,1,16.42,0,18.52,0
790,1.38,1,4.44,1,24.26,0,25.61,0,27.98,0
791,18.55,0,3.51,1,27.08,0,19.08,0,27.13,0
792,3.22,1,11.03,1,7.67,1,15.39,0,20.77,0
793,11.98,1,13.15,1,7.64,1,19.42,0,5.23,1
794,28.56,0,0.44,1,23.98,0,22.38,0,18.06,0
795,23.56,0,15.23,0,25.63,0,4.59,1,2.62,1
796,28.25,0,21.14,0,5.45,1,20.0,0,12.3,1
797,27.36,0,15.04,0,28.5,0,12.67,1,22.64,0
798,1.41,1,26.18,0,28.89,0,23.66,0,15.61,0
799,25.61,0,11.56,1,24.16,0,12.86,1,18.93,0
800,14.66,1,5.7,1,27.53,0,6.96,1,23.48,0
801,1.05,1,23.7,0,1.56,1,17.14,0,23.78,0
802,23.96,0,7.85,1,25.45,0,6.9,1,10.11,1
803,24.86,0,5.9,1,12.49,1,3.98,1,3.15,1
804,14.33,1,16.11,0,12.65,1,21.26,0,22.91,0
805,24.78,0,8.36,1,0.15,1,2.0,1,23.23,0
806,9.02,1,16.86,0,3.12,1,4.3,1,14.95,1
807,29.48,0,28.19,0,2.74,1,8.56,1,10.29,1
808,13.87,1,6.76,1,6.59,1,29.83,0,28.66,0
809,14.9,1,26.29,0,6.75,1,8.38,1,10.43,1
810,5.94,1,26.14,0,28.53,0,16.82,0,28.55,0
811,1.2,1,12.61,1,22.82,0,0.55,1,24.31,0
812,29.04,0,29.98,0,1.06,1,10.03,1,21.93,0
813,12.81,1,20.19,0,1.75,1,5.85,1,5.49,1
814,1.41,1,22.17,0,27.09,0,29.49,0,28.19,0
815,27.27,0,21.44,0,16.39,0,11.65,1,14.3,1
816,20.54,0,20.65,0,14.54,1,28.41,0,17.65,0
817,7.85,1,27.63,0,29.87,0,14.98,1,8.34,1
818,3.9,1,20.64,0,24.94,0,29.95,0,24.61,0
819,12.91,1,25.01,0,8.58,1,18.49,0,25.46,0
820,4.56,1,0.44,1,3.54,1,27.84,0,4.11,1
821,5.37,1,3.59,1,12.91,1,28.61,0,7.19,1
822,21.91,0,6.43,1,3.96,1,27.56,0,5.53,1
823,15.02,0,20.97,0,23.6,0,7.65,1,8.69,1
824,10.85,1,29.33,0,19.38,0,5.63,1,25.38,0
825,8.97,1,1.29,1,12.16,1,29.53,0,22.45,0
826,8.37,1,25.09,0,24.14,0,19.65,0,8.5,1
827,27.94,0,5.32,1,4.4,1,14.43,1,0.31,1
828,9.78,1,23.0,0,0.03,1,2.66,1,5.31,1
829,14.13,1,23.27,0,26.63,0,12.48,1,4.37,1
830,10.41,1,0.13,1,21.17,0,16.16,0,15.73,0
831,13.95,1,6.72,1,3.22,1,3.48,1,25.76,0
832,25.84,0,2.29,1,29.55,0,25.72,0,24.1,0
833,10.3,1,5.73,1,20.51,0,10.2,1,16.02,0
834,16.25,0,14.54,1,9.03,1,4.33,1,9.53,1
835,19.07,0,2.82,1,6.98,1,1.15,1,25.46,0
836,15.15,0,28.62,0,9.5,1,29.59,0,21.25,0
837,2.63,1,24.66,0,19.7,0,10.64,1,19.83,0
838,12.28,1,14.75,1,8.92,1,1.04,1,25.56,0
839,6.01,1,0.2,1,10.64,1,18.37,0,13.3,1
840,16.52,0,29.44,0,16.84,0,6.44,1,26.94,0
841,2.17,1,8.98,1,28.68,0,1.87,1,0.49,1
842,4.56,1,24.2,0,9.46,1,6.37,1,16.94,0
843,23.65,0,10.35,1,20.8,0,3.81,1,9.6,1
844,0.78,1,11.74,1,28.22,0,10.99,1,28.41,0
845,15.18,0,12.06,1,4.3,1,6.04,1,21.41,0
846,5.53,1,7.27,1,5.41,1,1.65,1,18.37,0
847,19.43,0,11.0,1,29.32,0,5.15,1,29.03,0
848,5.66,1,8.74,1,3.94,1,20.54,0,14.34,1
849,6.4,1,22.94,0,5.35,1,12.61,1,12.54,1
850,1.76,1,23.33,0,4.73,1,13.76,1,24.58,0
851,24.11,0,9.41,1,21.65,0,6.36,1,28.33,0
852,29.35,0,26.19,0,27.52,0,19.47,0,6.15,1
853,29.33,0,27.23,0,8.0,1,2.05,1,27.04,0
854,28.19,0,5.47,1,26.85,0,1.5,1,13.02,1
855,15.61,0,13.52,1,7.39,1,18.87,0,24.26,0
856,9.37,1,0.28,1,20.14,0,14.8,1,28.73,0
857,8.61,1,10.26,1,7.98,1,4.13,1,28.21,0
858,24.33,0,6.65,1,22.73,0,5.89,1,16.02,0
859,5.77,1,29.45,0,17.19,0,13.79,1,10.53,1
860,29.76,0,17.63,0,1.67,1,8.05,1,23.61,0
861,20.17,0,18.77,0,17.03,0,28.07,0,14.95,1
862,27.7,0,21.66,0,12.42,1,20.46,0,11.58,1
863,9.79,1,4.69,1,3.88,1,26.48,0,11.31,1
864,12.33,1,9.56,1,6.0,1,20.76,0,16.65,0
