student_id,Object-Oriented Software Engineering_mark,lag_Object-Oriented Software Engineering,Web Technologies_mark,lag_Web Technologies,Artificial Intelligence_mark,lag_Artificial Intelligence,Open Elective-II_mark,lag_Open Elective-II,Elective-II_mark,lag_Elective-II
430,14.8,1,20.95,0,21.76,0,14.76,1,10.39,1
431,16.62,0,16.39,0,26.45,0,11.0,1,10.62,1
432,13.07,1,24.44,0,4.69,1,24.7,0,11.49,1
433,21.1,0,5.44,1,0.41,1,20.01,0,3.59,1
434,6.49,1,11.94,1,6.7,1,4.31,1,23.25,0
435,8.45,1,4.89,1,15.18,0,17.9,0,6.45,1
436,23.57,0,24.04,0,11.18,1,7.49,1,9.91,1
437,23.31,0,11.24,1,6.12,1,25.91,0,21.53,0
438,17.15,0,24.44,0,10.52,1,17.33,0,24.92,0
439,20.5,0,17.31,0,9.79,1,28.28,0,2.24,1
440,21.15,0,29.67,0,28.1,0,25.0,0,9.92,1
441,21.55,0,10.81,1,14.52,1,16.78,0,0.24,1
442,1.04,1,21.3,0,10.94,1,5.88,1,28.18,0
443,9.89,1,25.57,0,15.42,0,4.38,1,15.76,0
444,17.36,0,6.76,1,6.75,1,10.09,1,13.0,1
445,3.48,1,1.27,1,22.58,0,25.37,0,0.84,1
446,1.54,1,19.39,0,8.14,1,10.97,1,3.3,1
447,5.05,1,1.1,1,15.16,0,10.82,1,24.67,0
448,10.69,1,23.5,0,25.77,0,5.12,1,10.68,1
449,21.61,0,7.96,1,20.92,0,29.89,0,10.11,1
450,19.09,0,2.1,1,17.8,0,0.71,1,23.48,0
451,9.08,1,9.74,1,27.97,0,15.73,0,11.09,1
452,26.47,0,2.97,1,14.18,1,7.65,1,0.79,1
453,21.47,0,2.74,1,11.13,1,16.98,0,10.47,1
454,7.18,1,3.31,1,19.69,0,13.28,1,9.35,1
455,27.36,0,9.28,1,10.86,1,20.91,0,1.77,1
456,6.95,1,27.15,0,8.66,1,21.44,0,23.83,0
457,29.53,0,2.08,1,21.31,0,8.07,1,8.94,1
458,2.74,1,27.99,0,20.7,0,1.58,1,22.42,0
459,29.95,0,26.74,0,7.62,1,19.41,0,17.72,0
460,21.32,0,12.96,1,22.1,0,9.52,1,6.85,1
461,19.14,0,2.6,1,28.2,0,18.49,0,11.59,1
462,16.08,0,16.62,0,20.23,0,0.12,1,22.81,0
463,22.71,0,26.6,0,24.86,0,16.99,0,26.5,0
464,19.51,0,23.55,0,19.6,0,27.82,0,6.9,1
465,19.73,0,3.83,1,18.44,0,24.94,0,9.73,1
466,14.72,1,9.38,1,17.7,0,9.72,1,11.51,1
467,4.17,1,18.89,0,9.83,1,17.75,0,8.32,1
468,6.08,1,18.06,0,20.55,0,21.42,0,15.84,0
469,0.72,1,23.86,0,25.39,0,15.85,0,16.0,0
470,3.55,1,3.04,1,23.45,0,2.04,1,5.33,1
471,28.65,0,17.04,0,15.4,0,1.36,1,29.11,0
472,13.61,1,11.88,1,12.13,1,4.87,1,18.62,0
473,17.94,0,2.41,1,1.81,1,19.18,0,9.06,1
474,6.03,1,8.74,1,23.76,0,4.26,1,21.28,0
475,7.74,1,0.11,1,9.61,1,15.93,0,22.4,0
476,6.96,1,5.83,1,26.0,0,9.2,1,16.85,0
477,20.61,0,7.4,1,6.73,1,13.0,1,14.23,1
478,13.61,1,2.11,1,26.81,0,24.16,0,18.39,0
479,6.62,1,21.73,0,13.78,1,18.42,0,20.55,0
480,21.61,0,16.56,0,21.51,0,26.1,0,7.69,1
481,11.91,1,3.92,1,20.44,0,27.32,0,4.05,1
482,29.32,0,11.07,1,26.5,0,14.3,1,19.68,0
483,1.64,1,4.2,1,6.32,1,0.69,1,29.05,0
484,2.99,1,22.53,0,28.03,0,13.55,1,29.56,0
485,17.83,0,27.03,0,26.17,0,6.25,1,9.74,1
486,27.77,0,7.66,1,13.36,1,27.27,0,6.08,1
487,12.57,1,12.21,1,15.29,0,12.91,1,8.61,1
488,6.19,1,10.86,1,20.53,0,12.67,1,20.37,0
489,22.2,0,15.46,0,16.27,0,11.66,1,28.36,0
490,25.68,0,24.39,0,27.29,0,24.18,0,29.72,0
491,1.69,1,28.21,0,27.97,0,25.83,0,23.94,0
492,8.98,1,20.59,0,18.98,0,22.81,0,22.46,0
493,3.89,1,18.0,0,24.42,0,19.92,0,21.02,0
494,9.27,1,5.12,1,18.83,0,29.76,0,26.05,0
495,8.89,1,5.99,1,18.85,0,24.88,0,10.59,1
496,10.36,1,4.4,1,4.12,1,19.29,0,0.01,1
497,20.17,0,8.84,1,17.03,0,2.9,1,14.16,1
498,27.42,0,12.63,1,13.21,1,3.67,1,10.79,1
499,14.74,1,6.26,1,13.94,1,5.23,1,23.81,0
500,17.94,0,6.43,1,1.35,1,20.59,0,10.36,1
501,14.51,1,20.79,0,23.04,0,10.08,1,12.16,1
502,4.66,1,28.74,0,7.32,1,10.55,1,7.21,1
503,3.92,1,4.77,1,1.36,1,21.25,0,18.21,0
504,10.66,1,8.34,1,3.31,1,22.63,0,15.6,0
505,3.38,1,3.18,1,27.52,0,19.04,0,18.71,0
506,5.52,1,25.41,0,9.76,1,6.32,1,21.65,0
507,13.57,1,18.33,0,29.75,0,21.05,0,19.6,0
508,23.62,0,16.38,0,23.64,0,20.47,0,24.52,0
509,21.03,0,0.24,1,24.68,0,15.47,0,29.21,0
510,20.59,0,16.29,0,16.31,0,18.87,0,11.52,1
511,24.1,0,15.41,0,10.07,1,1.05,1,1.96,1
512,15.35,0,13.8,1,4.96,1,4.41,1,19.2,0
513,20.2,0,5.47,1,29.65,0,25.95,0,20.82,0
514,1.19,1,17.29,0,29.12,0,3.24,1,7.15,1
515,0.7,1,11.11,1,12.15,1,7.99,1,2.01,1
516,10.58,1,18.34,0,5.22,1,15.48,0,14.24,1
517,22.92,0,7.92,1,15.03,0,10.44,1,3.59,1
518,17.93,0,8.28,1,26.37,0,27.05,0,18.34,0
519,20.6,0,17.35,0,19.59,0,23.07,0,9.04,1
520,26.96,0,28.09,0,5.77,1,1.24,1,16.85,0
521,7.21,1,16.9,0,24.37,0,21.58,0,22.16,0
522,0.57,1,22.6,0,6.69,1,25.78,0,15.33,0
523,7.47,1,9.14,1,6.33,1,7.49,1,0.68,1
524,1.33,1,7.84,1,17.17,0,25.15,0,21.8,0
525,29.57,0,25.6,0,7.78,1,0.74,1,16.38,0
526,6.42,1,22.41,0,7.22,1,14.38,1,28.49,0
527,19.25,0,21.88,0,10.04,1,14.4,1,26.31,0
528,7.25,1,29.62,0,12.52,1,11.25,1,11.29,1
529,12.5,1,19.56,0,7.17,1,8.04,1,2.87,1
530,10.81,1,2.67,1,13.72,1,15.29,0,19.51,0
531,5.18,1,21.68,0,2.23,1,13.61,1,5.96,1
532,27.93,0,12.78,1,21.11,0,11.7,1,15.25,0
533,14.02,1,21.1,0,0.95,1,19.13,0,2.34,1
534,5.18,1,21.88,0,13.39,1,18.6,0,20.74,0
535,28.92,0,15.52,0,6.79,1,9.0,1,6.44,1
536,1.85,1,12.11,1,24.48,0,14.34,1,11.81,1
537,18.26,0,5.61,1,1.26,1,23.74,0,13.98,1
538,22.31,0,8.86,1,9.18,1,20.12,0,23.5,0
539,17.75,0,16.91,0,19.17,0,24.0,0,8.07,1
540,23.57,0,14.12,1,20.2,0,24.6,0,10.51,1
541,15.45,0,11.3,1,10.77,1,19.21,0,18.55,0
542,17.62,0,18.84,0,17.67,0,8.76,1,2.56,1
543,19.97,0,15.61,0,14.22,1,12.24,1,6.81,1
544,15.53,0,20.08,0,13.82,1,6.46,1,25.41,0
545,1.48,1,28.7,0,26.61,0,19.22,0,13.45,1
546,14.82,1,23.59,0,7.63,1,21.95,0,22.74,0
547,23.78,0,15.52,0,14.13,1,1.82,1,13.72,1
548,29.48,0,1.04,1,2.81,1,10.83,1,16.51,0
549,11.84,1,20.51,0,18.93,0,27.33,0,9.65,1
550,15.52,0,14.14,1,8.38,1,5.25,1,0.57,1
551,28.78,0,1.57,1,13.48,1,12.19,1,8.37,1
552,29.18,0,2.47,1,17.6,0,18.45,0,6.89,1
553,14.42,1,3.58,1,0.77,1,29.07,0,26.22,0
554,9.66,1,8.56,1,9.34,1,20.12,0,28.65,0
555,28.21,0,7.1,1,21.69,0,2.42,1,7.65,1
556,16.05,0,12.25,1,6.03,1,14.1,1,22.19,0
557,25.49,0,21.48,0,6.94,1,1.72,1,7.59,1
558,29.0,0,7.51,1,7.27,1,10.01,1,28.86,0
559,6.23,1,10.63,1,16.69,0,10.12,1,23.78,0
560,4.39,1,5.91,1,11.11,1,27.31,0,28.81,0
561,27.4,0,11.85,1,27.98,0,13.43,1,0.72,1
562,3.66,1,13.94,1,18.86,0,28.24,0,11.32,1
563,20.91,0,16.16,0,1.54,1,20.32,0,1.61,1
564,1.13,1,2.77,1,9.54,1,12.63,1,17.37,0
565,18.86,0,22.81,0,21.77,0,12.32,1,25.89,0
566,13.31,1,9.03,1,2.45,1,2.08,1,22.82,0
567,26.09,0,1.9,1,13.68,1,15.1,0,1.28,1
568,14.79,1,13.01,1,19.32,0,29.98,0,17.95,0
569,17.15,0,6.44,1,18.69,0,15.38,0,23.58,0
570,2.65,1,10.27,1,19.7,0,18.02,0,29.74,0
571,0.69,1,28.8,0,7.74,1,12.59,1,0.06,1
572,21.15,0,2.26,1,29.33,0,11.83,1,2.05,1
573,26.88,0,27.0,0,14.04,1,2.83,1,25.83,0
574,13.48,1,0.34,1,0.93,1,8.88,1,21.73,0
575,7.22,1,29.85,0,27.73,0,22.2,0,12.99,1
576,12.84,1,3.25,1,29.09,0,15.54,0,29.95,0
577,18.15,0,20.18,0,22.36,0,27.77,0,22.09,0
578,19.57,0,18.25,0,22.44,0,9.33,1,2.47,1
579,22.07,0,13.78,1,22.22,0,0.58,1,8.84,1
580,9.29,1,25.4,0,16.92,0,19.58,0,14.07,1
581,6.47,1,19.88,0,23.27,0,14.87,1,12.12,1
582,5.51,1,19.96,0,6.19,1,19.21,0,18.67,0
583,28.15,0,3.19,1,29.17,0,18.73,0,9.84,1
584,0.42,1,10.5,1,2.13,1,9.69,1,1.52,1
585,2.76,1,26.6,0,23.24,0,7.48,1,6.93,1
586,8.16,1,9.72,1,7.68,1,23.89,0,13.09,1
587,12.34,1,13.72,1,24.44,0,1.22,1,3.84,1
588,29.01,0,9.44,1,23.56,0,19.85,0,23.93,0
589,1.63,1,29.32,0,22.5,0,16.57,0,2.33,1
590,20.99,0,2.23,1,11.99,1,19.75,0,22.71,0
591,20.44,0,2.92,1,19.91,0,27.75,0,5.23,1
592,24.48,0,24.01,0,18.7,0,8.12,1,4.14,1
593,17.82,0,11.83,1,16.7,0,15.9,0,17.13,0
594,29.0,0,12.37,1,2.9,1,19.75,0,11.19,1
595,20.77,0,19.18,0,22.06,0,26.81,0,10.5,1
596,4.34,1,15.6,0,18.27,0,22.3,0,4.48,1
597,15.56,0,17.98,0,15.25,0,13.12,1,9.97,1
598,21.22,0,22.07,0,14.1,1,4.88,1,9.51,1
599,2.34,1,21.93,0,18.87,0,7.04,1,11.9,1
600,12.56,1,15.72,0,14.47,1,23.5,0,3.04,1
601,11.51,1,14.12,1,12.14,1,14.79,1,20.62,0
602,15.54,0,5.72,1,0.54,1,8.37,1,24.15,0
603,22.47,0,0.66,1,11.1,1,24.84,0,6.33,1
604,14.01,1,26.48,0,22.16,0,6.0,1,16.25,0
605,8.37,1,24.01,0,16.65,0,26.32,0,18.26,0
606,18.04,0,7.33,1,27.27,0,2.17,1,10.24,1
607,0.9,1,16.18,0,27.08,0,16.26,0,19.76,0
608,24.09,0,15.95,0,9.99,1,19.24,0,14.13,1
609,24.81,0,11.48,1,27.75,0,11.94,1,5.1,1
610,12.83,1,4.06,1,27.84,0,8.23,1,14.97,1
611,29.57,0,1.0,1,18.95,0,23.55,0,4.46,1
612,6.47,1,8.75,1,23.44,0,29.35,0,23.13,0
613,4.78,1,1.02,1,4.98,1,19.06,0,13.61,1
614,19.72,0,15.14,0,10.72,1,4.24,1,0.01,1
615,2.03,1,28.69,0,8.24,1,1.36,1,8.46,1
616,24.31,0,1.51,1,25.68,0,9.0,1,23.45,0
617,10.06,1,11.08,1,26.07,0,22.77,0,20.9,0
618,28.22,0,12.84,1,27.3,0,21.23,0,25.21,0
619,22.91,0,28.59,0,24.24,0,8.29,1,0.69,1
620,13.34,1,27.47,0,26.54,0,25.08,0,23.63,0
621,29.79,0,24.87,0,8.79,1,12.18,1,2.89,1
622,10.19,1,7.69,1,18.38,0,0.99,1,23.0,0
623,23.0,0,16.11,0,24.57,0,20.39,0,7.91,1
624,19.76,0,1.8,1,1.38,1,17.78,0,20.67,0
625,17.1,0,0.67,1,5.41,1,5.26,1,3.1,1
626,4.09,1,22.94,0,24.82,0,8.08,1,7.84,1
627,15.08,0,26.73,0,24.43,0,6.67,1,6.31,1
628,25.99,0,11.33,1,29.53,0,1.22,1,10.45,1
629,9.23,1,4.59,1,18.16,0,4.8,1,7.15,1
630,22.44,0,25.75,0,9.54,1,3.61,1,9.0,1
631,14.19,1,21.42,0,16.62,0,11.31,1,7.33,1
632,11.88,1,21.3,0,15.2,0,1.71,1,8.54,1
633,1.42,1,18.21,0,11.3,1,0.95,1,2.42,1
634,26.26,0,18.99,0,5.71,1,1.92,1,14.57,1
635,20.31,0,25.91,0,4.25,1,6.23,1,28.85,0
636,16.69,0,11.89,1,4.62,1,24.61,0,0.05,1
637,18.49,0,5.08,1,10.03,1,21.43,0,3.65,1
638,4.33,1,27.03,0,4.41,1,24.98,0,22.99,0
639,3.83,1,2.25,1,8.78,1,9.35,1,6.32,1
640,1.39,1,15.69,0,23.23,0,27.21,0,12.84,1
641,24.13,0,7.44,1,2.0,1,29.48,0,11.68,1
642,10.39,1,13.9,1,19.18,0,24.69,0,3.85,1
643,8.13,1,19.64,0,10.07,1,9.03,1,1.45,1
644,5.81,1,9.32,1,23.66,0,17.85,0,19.87,0
645,28.04,0,17.6,0,27.36,0,20.64,0,27.91,0
646,4.2,1,12.66,1,29.67,0,18.4,0,6.22,1
647,10.94,1,26.37,0,16.89,0,14.0,1,27.86,0
648,6.39,1,21.86,0,15.76,0,27.64,0,9.18,1
649,25.17,0,21.88,0,18.44,0,27.89,0,28.2,0
650,2.0,1,18.94,0,13.64,1,2.85,1,20.88,0
651,26.39,0,21.7,0,24.01,0,14.96,1,24.43,0
652,28.15,0,13.27,1,0.41,1,19.8,0,11.67,1
653,22.62,0,18.76,0,19.6,0,22.78,0,5.17,1
654,28.26,0,7.57,1,5.04,1,15.93,0,18.45,0
655,7.43,1,11.37,1,20.19,0,23.01,0,5.77,1
656,1.28,1,4.35,1,1.02,1,18.31,0,11.81,1
657,0.96,1,24.26,0,10.78,1,15.05,0,11.12,1
658,4.55,1,3.97,1,24.43,0,3.99,1,26.88,0
659,8.21,1,14.49,1,8.99,1,4.77,1,14.05,1
660,20.99,0,1.54,1,29.0,0,24.74,0,9.66,1
661,6.84,1,29.58,0,27.47,0,28.48,0,1.31,1
662,29.28,0,12.82,1,13.02,1,4.91,1,17.79,0
663,22.97,0,14.85,1,2.12,1,14.31,1,22.07,0
664,28.06,0,23.13,0,18.17,0,16.21,0,6.4,1
665,22.2,0,25.72,0,25.06,0,25.47,0,11.29,1
666,25.7,0,3.01,1,21.34,0,6.25,1,27.71,0
667,12.95,1,12.9,1,27.05,0,14.0,1,16.22,0
668,11.84,1,26.67,0,1.29,1,5.38,1,5.43,1
669,3.82,1,23.01,0,10.27,1,25.37,0,1.9,1
670,24.95,0,18.63,0,14.04,1,23.59,0,13.99,1
671,1.04,1,27.26,0,3.04,1,8.53,1,25.15,0
672,20.09,0,24.66,0,15.82,0,2.93,1,7.07,1
673,8.9,1,3.32,1,17.58,0,5.08,1,17.65,0
674,16.92,0,21.33,0,10.39,1,17.54,0,1.99,1
675,2.24,1,6.62,1,5.08,1,14.01,1,19.12,0
676,28.36,0,16.86,0,1.21,1,12.99,1,24.11,0
677,15.92,0,9.99,1,2.04,1,1.32,1,7.41,1
678,2.85,1,0.7,1,0.27,1,12.34,1,6.91,1
679,15.23,0,19.19,0,1.03,1,15.67,0,3.59,1
680,11.54,1,24.39,0,21.78,0,16.76,0,13.81,1
681,16.79,0,18.24,0,26.4,0,12.61,1,16.23,0
682,24.64,0,4.65,1,4.06,1,16.84,0,0.52,1
683,19.81,0,7.82,1,5.72,1,5.5,1,22.82,0
684,9.41,1,16.34,0,19.05,0,1.29,1,25.51,0
685,16.94,0,18.06,0,28.72,0,18.73,0,22.03,0
686,1.03,1,18.56,0,1.93,1,25.55,0,7.24,1
687,0.61,1,13.59,1,18.51,0,26.33,0,29.46,0
688,27.23,0,18.81,0,0.47,1,15.02,0,0.06,1
689,27.34,0,1.44,1,8.07,1,12.25,1,6.23,1
690,28.77,0,26.29,0,12.98,1,21.5,0,25.74,0
691,13.62,1,27.87,0,21.99,0,3.65,1,29.08,0
692,8.55,1,20.99,0,26.94,0,0.35,1,25.24,0
693,24.69,0,17.14,0,26.94,0,9.59,1,18.35,0
694,1.51,1,12.75,1,29.56,0,27.03,0,23.25,0
695,11.22,1,16.38,0,6.38,1,22.54,0,10.94,1
696,27.38,0,25.01,0,25.23,0,9.88,1,16.2,0
697,2.43,1,8.33,1,10.07,1,1.85,1,6.56,1
698,24.46,0,7.33,1,2.23,1,11.5,1,2.75,1
699,19.5,0,1.87,1,14.07,1,14.44,1,11.32,1
700,14.29,1,11.42,1,20.66,0,7.1,1,15.39,0
701,4.51,1,22.9,0,10.85,1,8.76,1,1.53,1
702,29.97,0,17.25,0,13.58,1,17.73,0,7.18,1
703,24.6,0,20.54,0,8.04,1,12.75,1,2.76,1
704,14.96,1,19.4,0,29.43,0,12.17,1,2.79,1
705,16.48,0,24.5,0,18.48,0,11.92,1,22.02,0
706,10.36,1,21.42,0,22.72,0,0.01,1,1.7,1
707,12.0,1,21.87,0,16.27,0,23.74,0,5.81,1
708,3.34,1,19.72,0,2.49,1,23.09,0,8.99,1
709,2.88,1,16.42,0,8.6,1,2.54,1,19.3,0
710,27.7,0,23.89,0,18.62,0,17.37,0,26.52,0
711,7.07,1,29.73,0,15.12,0,28.69,0,26.84,0
712,9.13,1,5.96,1,23.75,0,18.55,0,10.54,1
713,13.95,1,18.53,0,27.94,0,10.26,1,13.04,1
714,5.18,1,6.56,1,13.1,1,24.81,0,8.01,1
715,1.05,1,17.37,0,17.46,0,26.35,0,29.1,0
716,17.34,0,29.0,0,8.45,1,26.06,0,16.56,0
717,14.27,1,15.87,0,22.53,0,14.55,1,3.79,1
718,10.47,1,19.39,0,10.86,1,15.13,0,21.15,0
719,4.92,1,16.2,0,4.44,1,28.86,0,11.0,1
720,20.71,0,18.75,0,11.52,1,13.09,1,28.86,0
721,19.4,0,12.56,1,2.26,1,21.98,0,27.65,0
722,8.21,1,6.36,1,8.48,1,9.72,1,14.22,1
723,26.17,0,25.26,0,24.29,0,14.64,1,1.79,1
724,23.65,0,24.85,0,4.91,1,13.14,1,14.21,1
725,26.82,0,9.63,1,0.04,1,14.27,1,13.38,1
726,2.84,1,24.24,0,6.37,1,8.71,1,9.7,1
727,4.99,1,12.07,1,16.21,0,28.91,0,23.31,0
728,20.32,0,23.11,0,9.48,1,14.44,1,15.26,0
729,16.12,0,3.73,1,0.7,1,26.44,0,4.29,1
730,22.14,0,28.74,0,5.66,1,7.81,1,1.87,1
731,18.57,0,7.39,1,0.97,1,6.0,1,3.97,1
732,17.28,0,8.1,1,27.67,0,16.68,0,25.2,0
733,13.34,1,16.14,0,28.76,0,0.35,1,27.93,0
734,2.51,1,24.04,0,21.85,0,16.81,0,15.57,0
735,10.27,1,11.61,1,18.65,0,20.42,0,4.34,1
736,4.51,1,20.76,0,18.32,0,3.82,1,15.99,0
737,26.63,0,15.95,0,4.96,1,25.03,0,2.92,1
738,11.45,1,24.98,0,27.9,0,23.54,0,0.19,1
739,12.63,1,5.77,1,17.36,0,18.85,0,8.51,1
740,8.27,1,25.03,0,11.58,1,24.12,0,19.79,0
741,17.7,0,0.36,1,26.9,0,29.54,0,0.1,1
742,7.06,1,1.62,1,9.57,1,2.24,1,12.18,1
743,13.41,1,5.85,1,29.28,0,3.81,1,13.33,1
744,7.75,1,7.98,1,1.22,1,19.45,0,25.0,0
745,0.6,1,17.7,0,2.03,1,8.78,1,0.17,1
746,16.03,0,7.3,1,2.04,1,17.48,0,0.52,1
747,10.74,1,25.16,0,16.18,0,7.49,1,23.98,0
748,3.65,1,27.35,0,28.79,0,9.44,1,9.65,1
749,29.69,0,22.29,0,5.95,1,25.85,0,10.7,1
750,5.41,1,13.31,1,24.91,0,24.96,0,24.16,0
751,20.28,0,19.4,0,14.8,1,22.4,0,6.5,1
752,8.85,1,8.46,1,10.48,1,0.63,1,26.45,0
753,13.24,1,5.64,1,7.86,1,6.59,1,19.68,0
754,27.94,0,25.14,0,3.07,1,23.97,0,14.49,1
755,13.21,1,28.58,0,25.63,0,9.46,1,22.57,0
756,12.58,1,17.62,0,18.84,0,1.97,1,26.65,0
757,16.34,0,5.55,1,12.26,1,5.03,1,3.77,1
758,7.57,1,25.24,0,9.26,1,27.09,0,19.55,0
759,10.61,1,27.9,0,20.37,0,8.43,1,6.26,1
760,10.49,1,7.48,1,14.75,1,23.31,0,21.92,0
761,19.55,0,19.15,0,27.9,0,15.85,0,18.26,0
762,12.21,1,25.03,0,9.29,1,13.24,1,14.47,1
763,28.66,0,10.8,1,8.67,1,1.5,1,1.05,1
764,22.85,0,22.36,0,17.49,0,23.35,0,7.29,1
765,5.87,1,2.07,1,28.54,0,11.25,1,28.52,0
766,16.99,0,18.7,0,5.25,1,12.68,1,11.89,1
767,19.72,0,6.5,1,1.98,1,17.12,0,11.46,1
768,16.55,0,18.45,0,26.33,0,24.41,0,6.73,1
769,21.25,0,29.42,0,28.04,0,25.42,0,6.42,1
770,25.85,0,2.65,1,19.68,0,18.28,0,20.99,0
771,8.85,1,6.3,1,11.28,1,24.2,0,10.63,1
772,7.5,1,12.66,1,15.15,0,26.43,0,27.78,0
773,18.24,0,13.27,1,2.47,1,2.37,1,19.66,0
774,22.66,0,29.51,0,20.84,0,2.85,1,9.21,1
775,29.88,0,13.9,1,26.34,0,21.23,0,1.22,1
776,7.02,1,0.54,1,1.59,1,4.47,1,17.68,0
777,5.64,1,27.39,0,23.58,0,21.57,0,12.44,1
778,24.37,0,11.87,1,20.71,0,5.83,1,12.98,1
779,19.77,0,19.42,0,15.73,0,20.35,0,8.06,1
780,28.22,0,13.37,1,12.42,1,1.61,1,29.93,0
781,13.61,1,18.19,0,9.3,1,28.55,0,6.96,1
782,7.4,1,27.77,0,29.1,0,26.89,0,5.9,1
783,9.0,1,21.84,0,3.11,1,11.99,1,24.56,0
784,26.28,0,24.6,0,6.44,1,1.34,1,5.29,1
785,20.65,0,19.6,0,29.01,0,12.71,1,7.22,1
786,11.13,1,12.46,1,15.12,0,20.37,0,11.55,1
787,11.58,1,0.82,1,4.22,1,13.47,1,25.52,0
788,5.01,1,14.04,1,26.18,0,5.93,1,4.4,1
789,24.78,0,24.26,0,23.37,0,10.93,1,7.99,1
790,28.78,0,7.76,1,29.84,0,14.44,1,18.88,0
791,10.88,1,12.72,1,2.17,1,18.22,0,22.28,0
792,16.24,0,8.6,1,6.26,1,0.85,1,12.43,1
793,20.07,0,16.08,0,28.42,0,11.49,1,5.15,1
794,24.21,0,3.66,1,12.79,1,15.7,0,8.54,1
795,21.87,0,15.71,0,12.61,1,13.16,1,8.46,1
796,16.63,0,14.22,1,1.74,1,19.8,0,17.91,0
797,7.77,1,12.07,1,2.96,1,10.93,1,19.47,0
798,13.72,1,3.52,1,5.31,1,4.51,1,10.89,1
799,2.42,1,12.53,1,13.94,1,1.46,1,20.0,0
800,5.91,1,10.68,1,1.6,1,26.84,0,6.9,1
801,21.49,0,0.46,1,24.43,0,16.88,0,21.23,0
802,17.18,0,17.76,0,22.2,0,12.89,1,16.97,0
803,14.94,1,10.15,1,22.2,0,21.96,0,6.43,1
804,7.9,1,21.13,0,26.89,0,20.75,0,24.37,0
805,25.12,0,11.44,1,1.85,1,27.07,0,16.65,0
806,4.68,1,9.96,1,25.71,0,3.12,1,14.07,1
807,27.57,0,21.01,0,26.48,0,23.56,0,7.76,1
808,1.95,1,1.68,1,2.07,1,25.46,0,22.99,0
809,27.21,0,10.2,1,12.65,1,18.56,0,15.44,0
810,24.8,0,7.23,1,10.04,1,12.2,1,20.48,0
811,16.37,0,28.24,0,8.01,1,2.62,1,20.32,0
812,29.85,0,28.94,0,29.61,0,20.16,0,6.1,1
813,26.66,0,24.87,0,21.32,0,2.87,1,28.02,0
814,16.06,0,21.13,0,17.4,0,11.68,1,12.06,1
815,22.5,0,5.83,1,0.07,1,2.09,1,20.79,0
816,23.68,0,19.29,0,15.65,0,12.6,1,11.09,1
817,25.11,0,15.03,0,3.07,1,21.24,0,2.17,1
818,23.49,0,20.28,0,12.73,1,19.87,0,25.38,0
819,22.59,0,22.17,0,24.23,0,17.3,0,10.64,1
820,8.8,1,29.09,0,6.11,1,12.28,1,4.69,1
821,3.62,1,28.2,0,0.14,1,1.87,1,16.72,0
822,6.36,1,24.29,0,29.03,0,8.88,1,21.42,0
823,10.39,1,22.39,0,1.29,1,26.16,0,25.78,0
824,20.8,0,13.09,1,8.39,1,13.29,1,7.93,1
825,5.69,1,27.7,0,25.46,0,17.72,0,15.51,0
826,20.78,0,14.66,1,9.21,1,11.02,1,22.57,0
827,25.19,0,2.92,1,15.74,0,16.09,0,20.2,0
828,14.57,1,7.19,1,19.17,0,14.02,1,11.92,1
829,24.93,0,14.12,1,15.43,0,24.88,0,9.13,1
830,17.79,0,22.08,0,1.96,1,4.01,1,5.27,1
831,4.17,1,20.56,0,19.22,0,14.01,1,0.69,1
832,23.77,0,17.68,0,29.19,0,7.77,1,28.92,0
833,3.06,1,5.83,1,7.26,1,12.92,1,12.34,1
834,2.87,1,6.78,1,5.48,1,9.97,1,13.63,1
835,4.95,1,0.77,1,21.47,0,14.85,1,24.96,0
836,10.57,1,4.78,1,21.84,0,19.04,0,8.71,1
837,20.36,0,14.15,1,21.94,0,2.42,1,16.88,0
838,11.74,1,10.82,1,5.16,1,27.98,0,8.87,1
839,14.77,1,29.32,0,7.35,1,17.57,0,27.99,0
840,2.58,1,7.39,1,29.03,0,3.59,1,0.24,1
841,8.44,1,25.42,0,13.55,1,20.06,0,19.53,0
842,11.42,1,22.64,0,27.19,0,14.32,1,17.59,0
843,19.15,0,27.39,0,16.81,0,10.32,1,14.77,1
844,9.47,1,1.65,1,16.66,0,14.0,1,24.18,0
845,16.06,0,6.53,1,29.15,0,20.24,0,2.86,1
846,13.25,1,0.0,1,29.17,0,4.51,1,15.64,0
847,12.95,1,12.36,1,15.1,0,28.34,0,17.21,0
848,29.93,0,15.57,0,6.17,1,13.77,1,16.24,0
849,23.19,0,25.02,0,2.03,1,19.59,0,23.92,0
850,11.45,1,8.31,1,20.68,0,28.58,0,9.22,1
851,19.45,0,15.49,0,20.29,0,9.01,1,24.73,0
852,5.9,1,8.35,1,26.53,0,2.81,1,7.97,1
853,11.09,1,14.1,1,26.78,0,27.41,0,25.4,0
854,20.53,0,9.82,1,8.48,1,1.68,1,18.26,0
855,0.6,1,23.96,0,16.82,0,13.38,1,27.59,0
856,18.03,0,9.82,1,16.16,0,15.08,0,3.93,1
857,21.39,0,6.0,1,17.99,0,9.31,1,15.53,0
858,5.76,1,26.63,0,21.73,0,4.16,1,3.29,1
859,18.09,0,29.93,0,17.56,0,17.9,0,3.29,1
860,10.16,1,24.81,0,3.85,1,7.87,1,23.39,0
861,25.46,0,28.29,0,13.03,1,0.67,1,27.32,0
862,21.59,0,21.0,0,29.36,0,13.56,1,24.81,0
