semester,high_school_marks,entrance_exam_score,attendance,final_grade,pass_fail,prev_sem_grade
1,75.52679704826087,40.70239664385424,52.979354867657186,34.11464941280413,0,
2,71.08642455376778,77.32357055692648,62.03562148911332,73.64401144797068,1,8.31
1,73.32007652232792,62.04344372182423,71.06504408166823,48.54350514993404,0,
2,90.32516825987379,90.54140726310293,77.3857854089618,79.74402901396078,1,8.11
2,71.66895548721443,68.8932038276356,84.35442360518522,69.70278482367888,1,7.39
2,87.9293195925252,95.32722615767307,50.51020936426226,79.72832812112382,1,5.69
2,95.07391096616448,76.54489930126081,90.47896304574924,81.52831068305552,1,7.27
2,82.72833363149964,91.3585516237086,93.99099883527262,92.63605145072975,1,7.36
2,96.38102237449318,70.02516975010491,76.42575855798802,78.94566974172994,1,8.88
2,72.90236946533074,72.08438292481065,59.58016787592662,71.25383938029678,1,6.48
2,62.33723963418301,84.29300800817919,96.08776225134466,85.04099318830606,1,8.59
1,78.22627011142852,57.147013331552216,63.05812162554301,47.89247515875759,0,
1,80.9756107731032,97.02755023451775,53.451846845568745,67.84598502870853,1,
1,93.10151582267497,94.26158649963143,94.54869423453519,71.09607839923912,1,
2,98.88195859102856,70.68657003505739,84.23358137079309,83.98031323321003,1,9.67
2,71.15350334310433,42.142656941688585,78.76908518049709,68.74399020782008,1,8.31
2,90.94717385917002,44.99815498670778,85.83623913407253,75.09078364902855,1,7.18
2,88.36495363260916,61.76920182827989,71.32845023557681,72.70492085409201,1,6.1
1,96.4370873797537,91.23771801732534,86.73041503552676,69.95160725406339,1,
2,68.48501594887759,67.82390415587925,65.95697577670967,78.10194505291179,1,7.27
2,65.37828163068258,58.4102878421571,92.60349189142785,75.24050611119019,1,9.73
1,91.3958790844587,45.04765973556297,50.98257413734239,50.943317638843155,0,
1,77.29339204170408,45.01326025064139,58.40100260963393,46.49261106067534,0,
1,81.47897691573654,45.483489179906584,85.043284862194,46.31952694759892,0,
1,68.0992224066095,69.04123435056425,81.14770220916908,46.80057694974764,0,
2,89.11423472200588,49.55005206878887,50.03058175777935,79.03911917644854,1,8.17
1,80.33442187665119,92.75981294070844,83.46341458754175,66.08584948653585,1,
2,60.06899288439363,71.53244386754298,76.77591822303584,60.98805248227328,1,6.34
1,64.04490704491161,57.30432626912474,96.12171418280622,55.354109329981725,1,
2,92.92113235183058,84.31972321370952,52.74789373250332,86.00233447530177,1,7.64
2,66.32957050696854,44.68625824125477,91.2418138576879,65.74585100999333,1,5.94
2,97.62868318556434,89.55842017500922,97.83300442121066,95.67242276354624,1,9.99
2,60.661484982426835,89.34181082874584,67.378995217875,74.80093181071912,1,8.59
2,88.99157204781741,70.89894422174835,87.48105777818215,80.65115056558949,1,8.1
2,88.47528340917157,61.701448678015176,62.565647936272185,67.09972834527119,1,5.85
2,60.661577971595065,81.30456018734245,68.6338047747919,83.37505961628155,1,8.68
2,70.02177697085281,57.098096654638695,56.92533889125796,76.12955936893569,1,9.03
2,71.6933324513353,76.82238891097461,71.813356740221,66.87348925187793,1,9.42
1,95.35143539853703,94.87291983091353,78.54535268760723,69.7467290139856,1,
1,97.78456877896093,75.5894931423681,77.24005426380492,67.3092523549997,1,
1,65.68997474748785,60.60320213065865,55.23302201732406,40.426521645388334,0,
2,65.84362799092344,74.21488749684397,89.96419038338249,68.43055481618094,1,6.5
2,61.83408073498806,42.73025426741776,67.51587629361643,60.78713440413584,1,7.51
1,86.88542189623514,48.51831938565964,77.01497033807499,51.392492188411175,0,
2,65.97727608568076,55.81068703893429,85.6310539674161,68.0762003321926,1,7.09
1,98.21338746015712,83.9800064333574,85.96940777874102,65.55153270546973,1,
1,96.83489602127253,46.11354328396081,65.84713108836407,39.21931645070443,0,
1,73.09989408711658,78.64895328855496,56.584345171810355,57.988136289134104,1,
1,92.1995599872308,72.78751250368745,86.63063496201994,60.44534042700654,1,
2,99.71613963597058,90.31015151941821,98.56981334947491,92.95906644753242,1,6.28
1,74.18488630563107,55.05358274146615,96.02679425512773,53.695157549393095,0,
2,93.24337629426381,95.69472078628453,70.72383637037846,82.41192939066848,1,7.56
2,76.51968240771551,84.48369833678498,66.43486936086319,81.21968716836214,1,7.78
2,94.08558255417903,48.829462057823406,90.41631994607823,77.1995381155296,1,6.7
2,75.22303765512427,62.27157919891147,96.33209837667226,84.97538120044982,1,9.16
1,74.23890714605047,55.456433220023314,64.01673762757062,45.895768648316235,0,
2,98.79283140964162,81.86828190966452,68.445718667681,83.78189481310676,1,5.53
2,65.21813948709443,66.04458365181517,99.50992452311786,77.46053346579313,1,8.0
2,61.71133072989071,73.05665163043618,63.184912772553346,67.66124738848471,1,5.52
1,74.81888411165528,66.02904517459177,57.334755700759075,47.717144090449146,0,
1,83.13547668025636,78.68471491460912,73.89336774565679,62.50268928496846,1,
2,87.20853483734672,86.56293753216282,92.16805644359948,89.97086334991504,1,8.45
2,86.9203640385221,68.79738960779876,92.81481543994857,81.66133578485652,1,7.33
2,76.82728948163714,44.48779887981636,78.23643001994974,66.51450205658118,1,9.07
1,76.50487363394495,88.32580258275874,79.29041971076222,60.21142622530386,1,
2,68.47926083197045,71.98472933947791,83.29650156103399,73.90572932576136,1,8.17
2,69.79242960243603,90.88817735819069,69.28293448880413,84.01824096534106,1,8.64
1,91.76100757081184,57.43027034028522,93.30178375228783,59.17782432794958,1,
1,99.49104517259778,81.26332254583363,59.814715115553355,57.458218287204424,1,
2,71.89374990160182,90.60894956885716,54.40773221261496,84.09166334527139,1,8.17
1,62.60206371941118,67.83594920130017,54.06148174033363,42.530177802358935,0,
2,65.36953676374975,64.44613916596863,82.34828420106544,68.98219035283091,1,5.9
1,95.23483036795713,43.84038079651725,87.8225543994456,50.572333002679386,0,
1,69.2885078058727,77.34481849395979,61.636417445777596,52.721772493589754,0,
1,78.5397617520229,93.16560611879248,94.4500305407333,63.25214953812486,1,
2,85.54957025156952,72.68677692220598,64.40784747308724,77.15966947691493,1,5.07
2,78.38348023517776,94.87172581821183,77.26724920007725,83.72635779147606,1,6.41
2,60.59641056619232,85.70088135881909,66.34792101350882,65.3835665818961,1,7.04
1,73.82783974015678,87.58857243980437,64.56805364188722,51.203319431187225,0,
2,80.7326046081009,85.86597174221151,65.87790698098424,83.54733138344702,1,9.93
2,99.29930604244427,90.66001295196025,88.49290028394468,86.79123444115518,1,7.32
1,85.24554503989052,57.99514669041908,59.49680682287804,45.38514938234178,0,
1,78.88267780439998,42.335797799540046,96.90320697840656,56.77529962679942,1,
2,77.45404777214446,58.47662245971592,83.83832706198203,64.00357853747924,1,5.64
2,75.94637150073649,75.48444477393483,91.33185738855028,75.4833897892277,1,6.14
1,96.21527905677056,99.28215796933551,69.10697374162847,66.29811773828635,1,
1,87.1025744736913,81.17963180116584,58.8448475411992,53.87822412238069,0,
1,98.1620410903489,79.5124309402033,58.59147301788292,55.15995572888974,1,
2,70.27943751415124,67.52372945201445,51.01351028365263,62.17778865447545,1,8.96
2,96.4245002949042,57.073650385696155,97.12888659464436,80.1410931257417,1,7.53
2,98.95762334293029,76.57121867859546,80.42039609697399,87.78376482327278,1,9.48
1,63.270361277954876,84.45424336912428,55.45068078204643,62.0684759805595,1,
2,99.95000137565268,81.07266598187944,95.94673715552486,78.71912640167704,1,6.02
1,66.96437341336338,43.0209716181612,81.48417976296014,45.4212870976283,0,
2,75.34036097970956,96.2672578275274,92.49011304011768,82.1899156346143,1,5.62
1,65.1547946989378,41.31479972650054,52.0166926069226,30.949948508844983,0,
2,60.54710604418577,66.12385781269597,81.05613014559052,65.03034137283409,1,7.51
2,90.12798807656918,88.78521784682917,75.29165898283011,83.09549920283735,1,7.9
2,65.93206939230988,81.35704490505789,71.09846903043709,65.39586062983929,1,5.14
1,95.20316350245832,74.27562819622584,53.84845915040087,57.156231967368164,1,
1,82.42640377664684,77.36520419439046,62.4143739815423,53.44663084332002,0,
2,92.8968924006511,73.05475839687315,91.45343231080454,76.45795262470595,1,5.67
1,74.02350235226388,64.17239695795823,61.55404264372481,50.597188594620896,0,
2,82.59396683998298,62.83396797683298,72.26395584186223,75.4800001053395,1,9.23
2,78.94120651385913,87.49246037999201,79.85621885887745,87.83081578923394,1,9.71
2,96.98450129331889,48.25312668850838,69.71209939174582,74.29368526603335,1,6.52
1,89.53796837005306,86.7461551837472,65.641709876211,71.9292129090632,1,
2,88.1140329358413,65.42141071962982,53.284521467032334,74.63803181184274,1,8.64
1,86.2591442932601,58.197153450956975,79.77074008100541,52.93226265039475,0,
2,62.93536066608034,92.06994980406981,91.85737156625586,74.10238512005205,1,5.83
2,74.40261974202913,52.61110621729262,77.74471880876047,65.93843874046365,1,9.92
1,70.90496002934135,57.9630024223209,89.75057684642351,52.174145829937935,0,
2,64.13990014374271,75.45999754515722,58.643026249436346,71.60649732259604,1,8.0
2,84.94031239824889,72.0795740049451,77.35575541643178,74.34383532544886,1,5.73
2,99.10894047490575,71.70068160619326,64.57926867560977,71.79527920683398,1,6.13
1,85.27254108066674,49.5695357524815,51.050457849318036,41.856311365514344,0,
1,98.07247141692956,77.47684288687189,62.08006382178815,53.123911801226754,0,
1,89.51587666783074,97.30363068909934,97.52664104772045,71.16152734289494,1,
1,81.15748536108848,68.9823818535334,90.25871986801883,68.46312034194537,1,
2,77.400477097499,94.45785720008243,95.4749521470358,86.54538979003955,1,5.44
2,79.56069521386377,84.76689143219417,66.79491350585036,74.30525630829095,1,8.02
2,97.33891167790232,80.19695086018481,96.23223562912071,86.23710195665403,1,5.94
2,66.15897404662735,60.00742123189883,88.99212905096584,75.71377638382106,1,7.01
1,74.71037403509159,85.23208496259478,51.950321038140906,56.48924569808153,1,
1,98.93955876709587,96.46724875202041,86.92730266984817,77.44247168198669,1,
1,67.38084077425509,87.33594830656043,92.86154686848955,62.1798746601383,1,
1,69.88924297612708,88.89638371243235,74.20865160817037,71.40648151155014,1,
2,98.19558840037033,43.62195061090344,50.48654800777615,56.394743222514556,1,6.48
1,88.32688354581126,87.35757089918113,63.77833881545892,63.03011923679852,1,
1,76.7840024971116,78.18408221100442,54.306606953184016,53.18047621370329,0,
1,91.56684954429353,65.96374816118228,93.65215735076018,57.094772100657345,1,
1,95.8534327408448,56.94834558220022,64.89886177479218,55.46417862162731,1,
2,94.2166461852472,80.96191028655021,85.50520472964156,88.84960603113838,1,7.28
1,92.38064298899512,67.53643099580921,74.28171492066701,48.884095136836514,0,
1,76.05977263445153,71.87764110105591,79.31177493903809,55.873073207624365,1,
2,82.60071075624442,87.43050287038938,97.65338931352292,100.0,1,9.71
2,76.9409636920409,81.83954621907495,55.638527924457655,69.74812477153067,1,5.72
2,78.1974028718978,86.82029485750942,76.24451413775753,66.52865046054043,1,6.96
2,70.03216530003586,75.01673296846297,55.78566497844848,70.23086723174994,1,8.93
1,64.16438597536666,74.75886799971627,98.62841178248684,49.9373332666126,0,
2,83.39744473356191,92.46666329236957,54.66505891786268,83.39399376823783,1,9.55
2,91.88958300091201,73.63052404467838,52.08623964267517,72.17809439198349,1,8.58
1,79.34182586879699,49.29551866860656,53.763935832583684,44.23583751531333,0,
2,71.6870721352818,40.46186817728277,84.51166667072616,70.27930937515166,1,9.17
1,98.84232980661471,59.94736942892272,85.96226002879159,53.37514281585913,0,
1,93.26788174703094,72.65191975022213,60.04556698427612,50.75356987331347,0,
2,76.66527400477646,67.3428019094097,79.49803232380444,78.09723690320237,1,7.25
1,62.32655182021903,99.40653076521195,83.84100218150235,59.11984803810229,1,
1,87.80140915434212,44.73636417679333,65.18675231125496,49.06593346435432,0,
1,90.49140539106463,72.1561047311271,84.66887692594261,57.27907633628221,1,
1,64.52952183363021,83.09987052232023,92.98226726763033,67.51428913838738,1,
2,61.7424272228968,84.03285839642452,94.1576493185916,74.54853361183916,1,6.16
1,79.85464988804945,82.22198677774306,50.04717076338155,56.6835158606916,1,
2,77.33467794787339,53.52363365900979,88.95686283987999,70.16834262778336,1,7.13
2,66.77866835553758,49.40226086775689,98.43767212214016,76.27278978527237,1,8.11
1,65.30098690967394,80.64358779333236,57.212001055905176,46.71036743310801,0,
2,63.21772800837337,47.9499373759772,87.73108913828032,69.2694923087042,1,7.16
1,67.83111942734185,91.15284527475822,55.31069137942281,59.84493942401616,1,
2,98.71248547966093,70.19228020449783,62.28525462423379,73.87913336028763,1,6.32
2,96.69703411218005,71.30998290969099,52.84437191780745,75.75866013604875,1,5.86
2,64.4200540491076,89.7216965346401,72.92069158960989,79.08431323436459,1,8.28
1,79.04072517475066,66.03063537131464,53.364230646075725,49.08514103966255,0,
1,85.80691161637799,53.63077342141089,93.68092643686077,51.791978889707586,0,
1,69.1231908779573,48.64472716079197,91.74868928414811,42.867762063611366,0,
2,92.56843593531471,93.67348017264297,96.34703115600544,90.29138261671166,1,8.49
1,81.77956391843398,56.620751459558726,72.31631799932806,46.64162662175766,0,
2,60.772176668714664,45.59529218712225,98.60914840935206,68.21563092259461,1,9.66
1,89.85965620472096,56.891271904895795,74.90649717740212,55.785347024960615,1,
2,66.21809168625829,60.54835337414973,54.90471831204907,60.481902165417495,1,7.86
2,81.58026295937182,52.71754541547841,96.06837013497594,86.22382291970501,1,8.12
1,72.94716945616975,71.85626070472563,68.45680969046023,58.28488056783852,1,
2,64.54218175373975,41.73956469993879,75.23123414658488,57.12510064607085,1,6.34
2,85.662811822604,95.56488080721513,63.88097498096942,90.50176809364832,1,8.34
2,78.80995942639905,52.64127502181809,95.48068984414562,75.58182308487903,1,7.19
1,75.84968075610635,83.40686907100006,68.33991603231343,52.26741194644334,0,
1,80.73632087780817,98.83409362364341,60.57156289994556,63.48711464212683,1,
2,95.78841821707462,68.29495576565395,51.27567744323848,72.32560939314854,1,6.33
2,98.40050629010875,54.24813443336474,50.916308427259935,77.44464854789145,1,6.7
1,91.9764159563617,40.22919535951499,53.121566363889016,42.235867337292994,0,
2,72.53901159736407,47.86334460530005,93.57985754757806,64.81376992481601,1,8.11
2,89.54610602352568,74.81387722359736,87.58529800896575,85.05233585145172,1,6.99
1,65.88293923716152,98.73886691048853,70.53413165051414,57.81460448102176,1,
2,65.58569320838335,69.56493376776027,55.44302233233276,64.27971701299055,1,5.81
2,83.73037880701509,68.277689711999,87.9661784289201,80.43638219324463,1,8.07
1,98.51968015435978,46.62591180466616,69.39863771989431,57.64688011000405,1,
1,63.97765571037381,88.6527148604751,51.267430213196924,53.1110533635553,0,
2,80.85083227567476,85.68685492762727,55.65795032948381,83.24491785094602,1,7.77
1,81.08165855646607,66.80287163551122,82.79103836636963,50.03127850378413,0,
2,73.13408295242873,64.39229883322079,85.08773861292491,66.17388294039301,1,5.64
1,75.96010815480521,40.72618700656645,90.98124347738224,53.531663457541725,0,
2,76.70091224430121,47.65999809893832,94.00383544419222,72.68721767663227,1,9.98
1,89.13962708646453,90.01864062851034,79.33008687022803,59.80213673217217,1,
1,60.20246335384875,57.53309382771387,54.30160785164716,46.26875192323,0,
1,74.40762565645052,70.99435770675875,95.40092727108312,51.58751071002868,0,
1,65.18059685131217,52.864388979589876,64.09591777986259,42.06105632873734,0,
2,60.88638142178086,43.91531134750036,90.8062786826977,66.89447061400367,1,5.85
1,81.60047658418043,98.19559152071145,72.96518441065369,65.14502039448499,1,
1,60.46482159632403,87.56548681436877,98.59226506627422,66.31620606035968,1,
1,91.97663515875917,50.755336714467404,98.77051838423725,51.73876712038747,0,
2,69.38176402992212,68.40125075996806,78.95625926019297,58.765993918958024,1,8.26
1,99.7655744488467,73.40709465569128,93.8560233831144,58.864877103155706,1,
1,66.51737708325719,92.42191560798071,97.89729299630687,75.28497521231768,1,
2,81.68141542024472,94.12703851853666,85.09366772271557,81.15555199875558,1,7.17
2,87.19347039030882,48.44172543164478,53.35788911914106,59.08086248909119,1,6.72
2,73.44313550968953,63.40679280603599,92.88056176627788,67.74444255548595,1,5.8
2,88.91048131358787,84.65411550623432,54.26070434508854,76.14684453209506,1,7.64
2,92.82701533604282,55.87546208612375,66.2573723115575,69.97202074703193,1,8.27
1,99.35910591839313,46.32072906887999,57.58714564765262,45.62737465024424,0,
1,63.887059750830744,66.07575765152271,70.03520834172333,53.01967644094318,0,
1,97.08138179185227,52.64758609300172,82.19539785338824,53.23717059131557,0,
1,77.50412496221568,73.99631553432778,57.30482827706601,60.99360457951476,1,
2,90.23496604713549,76.5504927627795,57.8336067173759,71.5362696931308,1,5.06
1,78.37787073623946,72.80174092432782,81.65893374478861,59.516813523897916,1,
2,69.23271140751126,42.276983814392246,89.23866015711921,57.875301015582195,1,6.15
1,97.57995766256757,49.94647240979654,91.1636606340015,69.3268925727704,1,
2,70.1903518079938,92.54196237655393,50.10403195881429,73.93339429026301,1,8.36
2,67.01819880787764,97.2056190040488,64.76045004391813,76.73189030100951,1,6.4
2,97.22844889330175,54.21738175528941,63.660091583649105,74.42020359058307,1,7.88
2,78.12059001520754,86.56699590481003,89.83864302849227,94.43036519067185,1,8.31
2,86.47670920631705,40.20273080850474,88.38030097291158,73.9942121450316,1,8.81
2,62.60183830948562,48.233033896603956,52.85032973248462,49.854999403251995,0,6.83
1,64.82267543109116,46.08237385318955,80.0291598493568,42.74464190631899,0,
1,67.45753048577018,46.113586052376206,63.1204188244651,49.282862581869374,0,
1,86.86802737623427,76.81624685424751,64.16422017462887,62.14411982185968,1,
1,69.31837899014535,65.36371821363593,74.48929339941203,51.52624265189855,0,
1,82.20339797209145,83.88978784258833,73.19681317274454,62.75946563089931,1,
2,62.80786445630854,49.828819815658925,61.938750415978,64.93116711850337,1,6.04
1,84.30179407605753,51.88585796558441,83.56354126145663,55.1297530352599,1,
1,93.67315107033087,58.174943729991554,50.01135191091278,49.89365276541551,0,
2,78.85472622805963,72.46617498724908,95.55368784532396,76.94923378627328,1,5.71
2,67.71737745171181,54.864169842106946,89.34395989104814,57.68010903385132,1,5.69
2,71.21576714361402,80.43192363518129,54.57960170722343,70.62196801581636,1,7.62
1,60.19759923737639,73.80372104275841,99.16703842071132,56.217641895615856,1,
2,90.27979037958622,93.41855186647385,85.43526002745014,86.61449426930228,1,6.58
1,62.91052025456774,63.130714284215344,67.4968926785357,44.1173098118443,0,
2,89.96462316103482,58.25227108810022,72.65120068006031,73.10114968880961,1,7.82
1,84.96595631396536,83.76068764527977,76.72796095781544,65.86945449593229,1,
2,91.62638104182443,65.00082282588627,66.23123619892222,78.13658510172442,1,8.97
2,94.24520881412184,93.85684050054311,93.5120829123501,90.58096288397965,1,9.21
2,91.94818295370555,84.85867675580639,70.78639496397652,84.761754329372,1,7.55
2,90.01555708362807,48.20530141680325,58.61324071778941,65.49580930621366,1,7.82
2,86.82653264008398,74.76433786519928,67.07061263137241,77.48918848747859,1,9.38
2,66.7808064131785,76.67251916893255,81.65106097690092,67.10436282846763,1,7.08
1,98.72773711658887,76.97802915554345,51.92004386631723,64.29081795188127,1,
1,83.32166243878768,64.99394970893754,65.38395447389743,56.921052976963594,1,
2,90.29929298960477,74.52220388954301,76.1121625783442,86.72699639631516,1,8.81
2,99.36072600785442,60.06677121269948,96.74482242587871,72.23375788887876,1,6.06
2,64.04500752726634,85.17691597978664,95.47757953875507,75.63701564153067,1,5.35
1,92.90148971692676,66.3489889980249,51.19731326352417,58.316268244216424,1,
2,96.97720367137049,78.5645140240855,88.97441732357669,94.67208341223103,1,9.98
1,95.09357413523924,58.23678407444343,65.76197173247255,55.077546557089185,1,
1,92.90457274054714,67.50588544788627,96.53361277811992,56.687563306066174,1,
2,99.26908869526636,80.1370985056375,70.42093537493463,75.54318814802309,1,7.27
1,88.5838369080025,82.84195866801139,96.79686241242797,64.3035992323273,1,
2,68.24069617165505,54.04374955432449,92.13827180751505,72.81512110023189,1,8.77
1,67.25753390782508,80.43965248874383,76.40946308781781,54.61794352345877,1,
1,73.53070023977993,47.118625944494816,70.5471276175055,51.90058040917551,0,
2,91.68889388975714,86.40118680900578,82.82351969434714,88.26136182929598,1,5.44
1,99.85337350508989,40.38274260439544,85.52109075062059,47.03392715129147,0,
1,74.88668095350053,71.89432916120387,70.86914709002366,65.23009278122458,1,
2,65.77902786378421,92.53920326047515,85.56136407352511,76.68800330961531,1,5.68
2,74.44971176164042,45.5746996797822,74.63321129152644,69.6217145183527,1,7.4
1,91.89704086427713,93.72076534919016,82.43414766786822,64.05460956639438,1,
2,93.77622449168263,49.515880350282536,72.44633546344473,78.46394725413519,1,9.88
1,70.35119926400068,91.6083816009661,70.55952379347455,60.11349777601102,1,
2,94.25070614096325,64.51946093259016,57.026186209004294,73.43998249723165,1,9.03
1,71.39491607847691,98.3846078747379,81.94815109866423,59.55836992307961,1,
2,91.99317816199607,60.94581918964492,86.17796459972092,73.37620638474827,1,7.08
1,74.36933477599062,45.30309681907112,90.49893718417363,53.22802902728753,0,
1,72.9870370756024,57.99652418662136,86.8715720713561,57.485728757715954,1,
2,83.2603323849629,49.24936297752049,82.61282588867721,77.76435667791806,1,7.48
1,82.93751552493144,41.65220319216793,82.09097584007176,48.24369542032537,0,
2,65.12540161002096,94.3760438373898,99.53619552768889,86.46543072385222,1,9.27
1,92.22680611800213,99.85769784412939,72.1719551418022,73.61170277177855,1,
1,75.87926068297133,76.90774843247199,98.13662919305696,50.89872820416954,0,
1,66.10156171657046,94.47392762677717,53.52678187964783,58.67276387506932,1,
1,61.328124351654665,94.10644171277372,54.83472798937836,57.74174961544158,1,
2,88.56217322621829,92.13224773236317,66.67997904211387,74.54659971920034,1,5.45
2,78.9513344923129,81.93565965671301,52.64832028048551,69.09364537977483,1,8.67
2,95.17669241057584,46.51332146635891,96.23697825997317,77.56912765928074,1,9.28
2,93.02434690030375,86.45293348998152,86.57628076342908,85.44122884779061,1,9.62
1,97.44619096643123,71.04678110530247,99.88746945051003,65.1740261396967,1,
2,98.98436843452967,53.879698738417495,79.86063470929966,85.72775271090443,1,9.13
1,84.60877752924043,75.71277004761248,96.1865697938388,55.732323037986234,1,
1,93.48053313454687,54.90301652459245,60.08974741262284,44.0972684333225,0,
2,97.84008773356192,91.09306702296203,84.24341700134237,87.99419454165474,1,5.92
1,87.16409276577959,70.02406874261207,62.61573680675765,52.90615490951161,0,
2,71.83747870686165,89.68751151141406,68.69996835127981,76.58237377878605,1,9.07
1,72.47264532341038,59.05298201545531,78.22970406451607,51.19711235087629,0,
1,94.9329166344323,83.88918158218695,81.34013150324219,76.2786927127546,1,
2,86.36519650492643,94.35927437553491,61.21735931858822,88.5512967920335,1,6.0
1,85.743107807861,79.70105730399139,72.64124026421634,67.89169982617625,1,
2,71.61926422435775,47.911119378603814,85.71317314109243,65.62613859718441,1,6.51
1,67.37905012534557,58.385969362202296,95.38806218250893,45.93881184939074,0,
2,83.07688554398574,89.92372580524905,63.491880240893884,82.07295443550561,1,9.36
2,68.59968894353565,79.12087692034788,52.673286206281425,76.94443869427556,1,8.93
1,94.68125984489794,52.894758222183754,86.65801890683997,61.28865790344054,1,
2,95.07391993005825,49.47678234530609,56.94801853711062,62.697552240859146,1,5.28
1,97.18790609370292,51.053490354281564,53.46970429520917,56.01800652005192,1,
2,77.08812109127338,94.22349522242845,67.84909029388788,91.79418174384341,1,9.18
1,80.73318609454947,66.60280086275127,69.36372057124207,53.65400975699437,0,
1,80.79095794224071,59.51743710170487,79.1552878639949,49.011661721592546,0,
1,71.90193805275283,73.42243079650211,72.40427436415382,57.94269349066273,1,
1,87.51542889203253,61.41315851026661,83.83086167762532,59.17754405462471,1,
2,96.58660429694999,92.57339758789846,60.60650354353055,86.43221096813568,1,9.36
1,63.53970008207678,67.73773366003644,90.91902123897677,42.77947049311268,0,
1,92.5930045498605,67.85431118435349,94.69667553349953,67.19416245637221,1,
1,84.4248016976653,71.14193680777292,93.99573133635073,60.0047442487412,1,
2,68.05785926583175,68.72213205104714,54.41171626428172,71.07247188109292,1,6.44
1,80.37688512599159,43.70850764135336,59.859149098403314,40.87976207697511,0,
2,76.11891200493577,76.89460514811644,85.98936312341422,77.55453163770164,1,5.46
2,91.87646262970519,80.99659662534339,72.85126402404697,88.82142970871547,1,9.2
1,70.00971592658381,64.66126451593274,75.8141649598837,53.26182364434038,0,
2,80.64203289367171,45.482286433684884,56.94637399564314,55.244279825103256,1,7.25
1,66.83550349560264,40.88160331929723,97.10291097442978,42.035717895176774,0,
2,79.24268763389895,98.4364460000069,88.45307366905854,85.62059990494524,1,8.24
2,74.36655754535812,55.03008548175637,92.18190064228972,67.4125404553275,1,5.9
2,64.89154884722399,79.56941026525911,84.53614471144844,85.11566862064146,1,8.86
2,74.89867791302693,51.99161783645193,77.55823007368264,78.75997122538656,1,9.3
2,82.39364382335967,95.24588884733919,69.58675481425605,83.8332197358724,1,8.13
1,78.6239207252984,98.29196145406304,93.59565306402527,68.87413964584746,1,
1,89.05846860452019,77.78923926608246,90.04090499298752,51.10482834384039,0,
2,79.96846014133067,87.44488711464857,81.28346649624532,89.7856459902676,1,7.47
2,67.5742491072266,42.59338908506674,80.3739197251559,67.50899993202317,1,8.92
2,96.7812251565133,65.66207024915431,73.58215485508617,72.98482203315672,1,7.56
2,70.84711142844813,46.61397452327396,55.94515088389967,48.714747820304694,0,8.03
2,83.47019186765553,85.70878581255182,99.75258766375029,79.3394863044528,1,7.39
2,83.69781763161657,54.44109455340045,55.01597495966397,63.64682098035177,1,6.77
2,76.02631393751813,78.32340452902037,91.13267295251845,75.44127389268904,1,8.02
1,75.69780429690542,99.47967409385323,75.61964103660533,63.45191692502057,1,
2,73.15332187524761,53.668617440567886,91.32496811505038,76.43793121532498,1,9.61
1,94.21842336044028,67.37419053733252,79.97305698293583,59.02872828886429,1,
2,65.52110435751587,97.26271601325358,71.62822496342157,76.98447988779374,1,5.67
2,64.50428596157248,50.11769265310572,58.590808915063846,58.96313230585816,1,6.04
2,89.87081778477716,66.35152994096002,70.15377713501141,76.56057995727325,1,8.41
2,70.93535672455114,76.47277863241328,76.10419045811382,73.30168852513825,1,6.58
1,69.3443100419964,76.60044502476914,87.03317905333131,66.29570278816962,1,
2,96.12004340605985,61.870057872927546,73.57681937891223,84.133844572306,1,9.67
1,94.72226760429801,83.47589721085774,82.02236369966263,67.80773247512175,1,
2,87.53138681472032,89.35936736262312,61.361034704995525,78.02162580725121,1,6.33
2,75.83764383255897,66.34423688451638,81.34478399053586,72.18732976745369,1,6.46
2,94.46257136999826,60.91279909620266,92.60739919260047,80.51161622760242,1,5.5
2,90.7692481416575,89.63661729231634,58.185290906920955,89.73067206252801,1,9.46
2,77.055595790777,54.28732428566497,84.12890685450414,77.01035379047937,1,8.02
1,75.54232405081383,41.90462592237932,80.48409541378888,51.62131226221247,0,
1,98.97579230664667,98.84436061500577,63.06665089426919,77.83751446490037,1,
2,77.17371133483098,92.53458200006287,67.92894360534558,85.80001804323663,1,5.13
2,86.95777796292094,72.88198433329558,70.03275008865158,70.77643586544528,1,6.72
2,84.3188467039265,56.421730957980934,94.14426533225921,70.27866238102591,1,6.61
2,69.83308530532865,59.239883573370996,89.890716127653,66.93926613103844,1,6.64
2,74.97344614786958,72.790102833873,63.09549459376947,62.917566683614595,1,9.4
2,99.21288290911303,42.40886620172442,86.88055808660664,72.03664802187033,1,8.88
2,72.61956825928895,78.21393832992882,94.53201931403086,83.93670006466002,1,9.73
2,71.16241108719746,89.4778880793468,88.73383841867269,77.25245656922937,1,9.34
2,82.20036345899405,50.81629216110257,99.89489263771085,68.50001896483911,1,7.74
2,78.91217856450899,84.03183903963892,63.56107601920591,79.38258236809851,1,9.24
1,96.97584781506121,81.12663299331409,97.65600571970688,66.30775800453836,1,
2,63.73312481079306,50.49021492797267,89.41025555358156,78.33204226346193,1,9.6
2,65.82271034610005,93.78911635854979,64.11555289271034,80.91091891179695,1,6.12
2,97.5072840863788,63.065723984042975,76.01961129964812,70.17383237874377,1,5.03
2,85.21686992675693,66.11747988971992,60.99901024490907,71.01382595645009,1,5.95
