student_id,Data Warehousing and Data Mining_mark,lag_Data Warehousing and Data Mining,Compiler Design_mark,lag_Compiler Design,Computer Networks_mark,lag_Computer Networks,Open Elective–I_mark,lag_Open Elective–I,Elective-I_mark,lag_Elective-I
431,6.73,1,13.09,1,28.99,0,7.94,1,21.71,0
432,10.77,1,5.22,1,16.36,0,29.39,0,11.09,1
433,1.31,1,27.51,0,8.96,1,18.66,0,11.63,1
434,21.09,0,0.07,1,23.46,0,9.14,1,3.04,1
435,23.9,0,7.88,1,8.11,1,24.13,0,24.35,0
436,1.84,1,4.91,1,28.0,0,13.99,1,5.44,1
437,25.18,0,11.53,1,21.16,0,29.08,0,0.67,1
438,29.16,0,18.36,0,18.15,0,19.01,0,9.63,1
439,22.61,0,15.19,0,16.66,0,23.54,0,21.47,0
440,1.18,1,16.66,0,14.41,1,11.15,1,28.09,0
441,8.94,1,10.58,1,27.93,0,27.49,0,27.8,0
442,8.07,1,9.04,1,15.19,0,16.78,0,24.17,0
443,26.53,0,4.27,1,9.46,1,27.12,0,28.49,0
444,24.33,0,23.23,0,9.59,1,26.51,0,12.49,1
445,20.12,0,3.47,1,29.08,0,8.37,1,6.9,1
446,23.52,0,24.6,0,2.5,1,25.48,0,24.2,0
447,11.92,1,27.82,0,20.5,0,29.87,0,21.09,0
448,4.47,1,29.46,0,12.69,1,28.09,0,6.9,1
449,17.13,0,23.63,0,19.69,0,17.83,0,26.72,0
450,5.41,1,12.26,1,24.34,0,18.67,0,28.83,0
451,25.64,0,5.61,1,26.81,0,12.13,1,28.24,0
452,23.59,0,2.37,1,10.23,1,22.0,0,7.46,1
453,18.04,0,27.28,0,28.12,0,3.12,1,25.88,0
454,18.6,0,18.95,0,20.04,0,21.32,0,28.18,0
455,27.65,0,18.37,0,13.63,1,6.18,1,11.17,1
456,27.27,0,22.34,0,10.48,1,4.42,1,15.62,0
457,8.08,1,20.06,0,17.44,0,29.48,0,19.56,0
458,7.6,1,21.14,0,10.25,1,19.06,0,13.95,1
459,1.41,1,5.11,1,21.67,0,17.87,0,29.77,0
460,1.86,1,24.36,0,21.28,0,20.39,0,1.96,1
461,20.7,0,2.88,1,21.22,0,10.73,1,19.35,0
462,10.0,1,25.65,0,13.2,1,2.17,1,23.97,0
463,7.32,1,1.97,1,25.9,0,6.84,1,27.76,0
464,23.11,0,18.52,0,17.1,0,14.11,1,8.05,1
465,25.21,0,9.18,1,12.69,1,5.42,1,2.24,1
466,11.69,1,25.35,0,17.54,0,12.78,1,12.75,1
467,22.35,0,27.84,0,1.75,1,1.15,1,11.74,1
468,7.76,1,12.17,1,10.6,1,12.71,1,16.78,0
469,14.94,1,3.9,1,8.27,1,15.64,0,20.68,0
470,1.69,1,20.99,0,21.79,0,14.8,1,5.53,1
471,3.48,1,4.33,1,2.66,1,19.39,0,17.83,0
472,25.07,0,5.23,1,2.64,1,22.16,0,26.45,0
473,4.84,1,20.34,0,4.58,1,9.02,1,14.24,1
474,17.43,0,10.77,1,1.9,1,4.34,1,3.84,1
475,16.46,0,6.5,1,15.63,0,22.14,0,6.56,1
476,8.83,1,5.42,1,24.83,0,14.87,1,4.56,1
477,20.0,0,11.84,1,20.4,0,21.35,0,16.09,0
478,2.21,1,25.94,0,24.22,0,7.96,1,27.89,0
479,9.84,1,9.99,1,24.08,0,7.33,1,28.35,0
480,12.15,1,11.87,1,17.28,0,13.74,1,0.1,1
481,22.3,0,28.33,0,25.1,0,17.21,0,4.05,1
482,5.59,1,10.32,1,24.66,0,16.77,0,15.05,0
483,0.01,1,22.58,0,23.78,0,6.81,1,16.3,0
484,18.28,0,28.5,0,19.96,0,0.86,1,8.34,1
485,0.04,1,26.25,0,19.48,0,27.69,0,3.06,1
486,23.8,0,11.68,1,3.65,1,0.53,1,15.47,0
487,9.37,1,2.61,1,10.62,1,3.99,1,22.38,0
488,21.99,0,6.18,1,9.59,1,18.18,0,7.16,1
489,6.06,1,16.94,0,20.91,0,27.4,0,19.12,0
490,10.14,1,3.72,1,25.8,0,14.66,1,17.09,0
491,2.59,1,23.95,0,0.35,1,18.82,0,0.83,1
492,8.32,1,9.4,1,7.62,1,15.26,0,2.82,1
493,10.49,1,8.1,1,12.63,1,5.78,1,2.47,1
494,11.65,1,7.68,1,7.93,1,26.4,0,29.88,0
495,2.38,1,14.47,1,10.27,1,18.11,0,29.53,0
496,5.59,1,20.47,0,14.02,1,5.43,1,0.44,1
497,29.01,0,13.19,1,20.1,0,9.06,1,18.77,0
498,4.34,1,21.28,0,26.58,0,25.07,0,9.83,1
499,17.73,0,9.73,1,2.6,1,19.35,0,26.67,0
500,8.92,1,26.24,0,16.43,0,22.23,0,4.33,1
501,13.89,1,22.55,0,18.32,0,1.67,1,2.64,1
502,23.96,0,17.68,0,26.85,0,18.19,0,14.21,1
503,28.65,0,15.54,0,11.22,1,29.28,0,17.11,0
504,21.37,0,18.42,0,23.71,0,11.46,1,29.73,0
505,27.37,0,0.6,1,9.86,1,12.13,1,24.55,0
506,5.91,1,16.54,0,6.13,1,13.9,1,28.42,0
507,2.32,1,29.85,0,21.08,0,12.6,1,6.46,1
508,14.67,1,17.25,0,3.84,1,28.57,0,2.64,1
509,17.29,0,20.39,0,21.25,0,22.79,0,27.55,0
510,21.99,0,23.31,0,4.15,1,26.62,0,25.38,0
511,18.08,0,24.48,0,28.75,0,9.31,1,18.27,0
512,22.68,0,26.75,0,5.69,1,3.33,1,9.24,1
513,18.29,0,28.38,0,19.05,0,18.68,0,14.3,1
514,4.7,1,5.98,1,5.2,1,14.43,1,16.75,0
515,16.79,0,1.88,1,14.51,1,12.24,1,23.79,0
516,12.89,1,3.3,1,9.0,1,5.41,1,18.66,0
517,9.37,1,21.35,0,20.5,0,23.28,0,21.79,0
518,22.44,0,26.93,0,11.86,1,22.31,0,17.97,0
519,27.64,0,25.29,0,17.79,0,26.73,0,25.41,0
520,1.62,1,14.71,1,23.11,0,10.55,1,24.19,0
521,10.43,1,11.68,1,3.54,1,5.22,1,24.15,0
522,24.78,0,6.5,1,21.13,0,28.65,0,29.13,0
523,8.31,1,18.21,0,12.11,1,0.94,1,16.58,0
524,19.09,0,20.46,0,23.96,0,27.27,0,19.07,0
525,28.4,0,5.18,1,20.44,0,1.05,1,10.44,1
526,9.68,1,12.19,1,9.73,1,6.94,1,3.95,1
527,18.26,0,12.88,1,14.38,1,25.49,0,9.87,1
528,17.55,0,0.64,1,2.11,1,18.27,0,25.09,0
529,6.59,1,26.19,0,4.95,1,7.21,1,16.83,0
530,5.21,1,15.35,0,19.9,0,28.43,0,26.56,0
531,9.25,1,15.92,0,27.03,0,26.46,0,25.17,0
532,27.43,0,6.11,1,11.9,1,7.75,1,29.53,0
533,25.1,0,11.24,1,16.26,0,4.31,1,3.2,1
534,14.28,1,10.57,1,25.46,0,1.16,1,2.85,1
535,23.78,0,23.09,0,9.97,1,25.51,0,8.69,1
536,9.57,1,9.45,1,13.14,1,6.69,1,29.75,0
537,10.88,1,14.92,1,23.94,0,0.3,1,16.24,0
538,18.32,0,1.51,1,24.34,0,27.62,0,18.01,0
539,19.93,0,20.42,0,24.23,0,23.59,0,12.32,1
540,13.47,1,13.73,1,22.94,0,19.71,0,13.07,1
541,20.03,0,22.66,0,4.72,1,19.82,0,26.76,0
542,26.16,0,12.16,1,13.64,1,21.72,0,17.34,0
543,10.25,1,3.83,1,3.67,1,19.32,0,15.21,0
544,3.51,1,28.96,0,23.29,0,2.0,1,21.49,0
545,15.3,0,20.28,0,7.65,1,19.65,0,25.48,0
546,26.75,0,16.46,0,12.57,1,28.17,0,16.96,0
547,20.21,0,8.26,1,16.3,0,5.07,1,28.07,0
548,4.84,1,18.68,0,20.73,0,0.2,1,20.01,0
549,5.81,1,4.38,1,9.42,1,24.39,0,24.63,0
550,20.85,0,9.58,1,16.7,0,3.14,1,25.66,0
551,15.04,0,28.31,0,11.64,1,15.62,0,12.3,1
552,24.86,0,7.07,1,11.96,1,24.81,0,23.79,0
553,18.83,0,10.58,1,5.03,1,23.89,0,17.69,0
554,22.39,0,14.45,1,12.37,1,26.24,0,28.35,0
555,10.58,1,28.3,0,4.78,1,14.6,1,27.89,0
556,0.9,1,26.98,0,22.63,0,29.98,0,16.03,0
557,29.49,0,7.16,1,14.96,1,1.24,1,19.77,0
558,16.58,0,1.73,1,2.13,1,23.7,0,16.9,0
559,10.73,1,14.89,1,23.58,0,0.17,1,2.78,1
560,28.62,0,29.7,0,3.25,1,0.36,1,21.81,0
561,3.9,1,0.05,1,19.32,0,3.44,1,12.97,1
562,17.22,0,3.88,1,22.85,0,25.57,0,6.81,1
563,24.77,0,17.62,0,11.38,1,28.97,0,26.88,0
564,4.66,1,10.49,1,13.23,1,10.77,1,23.19,0
565,21.86,0,28.76,0,14.58,1,4.8,1,8.05,1
566,19.51,0,24.97,0,1.75,1,6.76,1,2.16,1
567,0.39,1,3.89,1,28.97,0,0.0,1,10.03,1
568,5.72,1,8.39,1,13.72,1,12.3,1,25.5,0
569,27.82,0,21.94,0,26.28,0,14.99,1,17.59,0
570,7.46,1,9.95,1,28.91,0,7.7,1,2.85,1
571,25.43,0,13.9,1,14.09,1,5.4,1,0.42,1
572,23.97,0,8.19,1,12.6,1,18.3,0,3.54,1
573,26.15,0,0.98,1,26.07,0,18.09,0,13.71,1
574,22.7,0,11.91,1,13.05,1,1.98,1,0.65,1
575,5.12,1,21.2,0,16.58,0,8.76,1,23.31,0
576,6.92,1,9.01,1,28.49,0,22.47,0,15.19,0
577,5.25,1,7.99,1,4.74,1,26.41,0,14.11,1
578,0.93,1,14.12,1,4.38,1,19.25,0,19.64,0
579,23.42,0,21.26,0,18.33,0,24.74,0,21.47,0
580,3.31,1,28.87,0,23.99,0,27.78,0,7.78,1
581,10.88,1,29.03,0,10.06,1,7.77,1,1.62,1
582,6.33,1,23.95,0,15.87,0,14.59,1,23.48,0
583,14.19,1,14.87,1,22.01,0,16.93,0,28.08,0
584,2.83,1,6.34,1,25.31,0,18.01,0,15.67,0
585,17.97,0,12.57,1,5.51,1,29.41,0,5.07,1
586,4.79,1,1.61,1,21.09,0,10.98,1,10.03,1
587,19.16,0,0.03,1,11.23,1,29.2,0,7.21,1
588,12.55,1,4.55,1,23.74,0,11.3,1,25.53,0
589,14.67,1,16.94,0,13.39,1,28.28,0,28.99,0
590,28.93,0,28.12,0,9.48,1,22.84,0,2.54,1
591,7.87,1,6.99,1,18.75,0,13.96,1,6.52,1
592,18.58,0,29.32,0,0.2,1,23.7,0,10.49,1
593,17.63,0,19.6,0,12.51,1,8.99,1,0.16,1
594,13.02,1,26.29,0,22.38,0,13.6,1,7.53,1
595,17.56,0,22.23,0,21.91,0,17.46,0,25.66,0
596,23.46,0,3.72,1,17.01,0,12.74,1,22.07,0
597,8.62,1,14.51,1,8.72,1,0.92,1,17.41,0
598,8.66,1,14.86,1,0.85,1,14.27,1,11.65,1
599,27.68,0,9.01,1,5.66,1,23.9,0,20.57,0
600,15.97,0,0.11,1,22.03,0,0.88,1,3.21,1
601,4.18,1,22.7,0,8.1,1,26.66,0,29.64,0
602,14.92,1,8.39,1,27.91,0,10.35,1,15.74,0
603,25.24,0,8.66,1,23.81,0,11.32,1,2.49,1
604,28.68,0,25.31,0,3.4,1,8.65,1,1.38,1
605,29.84,0,20.79,0,7.24,1,22.65,0,3.2,1
606,12.21,1,11.19,1,6.9,1,12.31,1,1.47,1
607,21.25,0,0.4,1,29.94,0,20.12,0,7.24,1
608,21.28,0,21.18,0,15.4,0,24.28,0,7.14,1
609,12.11,1,20.38,0,15.61,0,26.72,0,21.4,0
610,15.04,0,18.64,0,16.23,0,7.71,1,19.04,0
611,21.48,0,4.15,1,15.91,0,25.69,0,11.6,1
612,17.84,0,21.37,0,15.74,0,23.83,0,9.61,1
613,1.61,1,10.72,1,23.28,0,19.46,0,18.27,0
614,8.85,1,2.12,1,11.82,1,21.95,0,21.8,0
615,11.45,1,11.1,1,13.44,1,22.63,0,5.32,1
616,3.17,1,23.41,0,26.77,0,28.51,0,25.18,0
617,2.07,1,22.84,0,10.0,1,4.38,1,7.39,1
618,22.08,0,23.86,0,4.4,1,28.99,0,19.93,0
619,3.16,1,5.75,1,24.62,0,19.23,0,16.88,0
620,14.9,1,24.74,0,10.17,1,0.88,1,23.25,0
621,9.22,1,5.92,1,15.08,0,15.74,0,15.55,0
622,13.6,1,22.14,0,6.57,1,11.11,1,1.99,1
623,9.88,1,29.77,0,18.49,0,26.45,0,15.53,0
624,26.46,0,13.78,1,24.76,0,14.48,1,2.72,1
625,3.47,1,1.78,1,10.3,1,11.74,1,13.67,1
626,13.11,1,7.3,1,16.69,0,27.45,0,13.16,1
627,5.49,1,10.67,1,13.91,1,8.2,1,5.22,1
628,16.65,0,24.67,0,18.57,0,25.62,0,20.89,0
629,1.77,1,21.91,0,8.37,1,0.89,1,22.86,0
630,21.72,0,12.54,1,27.0,0,8.83,1,17.54,0
631,29.31,0,0.98,1,23.63,0,12.83,1,18.53,0
632,18.58,0,27.3,0,4.23,1,16.13,0,6.85,1
633,11.39,1,19.82,0,8.96,1,26.97,0,11.33,1
634,26.46,0,15.58,0,23.13,0,19.43,0,27.07,0
635,24.17,0,18.16,0,10.36,1,5.84,1,22.7,0
636,10.92,1,12.11,1,14.84,1,14.28,1,24.98,0
637,10.01,1,14.12,1,19.22,0,19.65,0,3.21,1
638,16.27,0,23.19,0,9.74,1,4.69,1,23.14,0
639,9.64,1,3.83,1,9.46,1,0.56,1,4.13,1
640,12.97,1,8.11,1,19.79,0,10.7,1,27.58,0
641,23.5,0,28.68,0,1.53,1,19.86,0,8.16,1
642,5.62,1,27.19,0,24.2,0,0.49,1,24.82,0
643,17.82,0,15.49,0,11.78,1,5.52,1,29.77,0
644,12.73,1,3.49,1,19.03,0,29.95,0,17.4,0
645,4.51,1,4.12,1,6.19,1,25.82,0,14.83,1
646,26.15,0,12.73,1,24.1,0,15.78,0,19.16,0
647,2.14,1,27.66,0,5.42,1,5.5,1,14.36,1
648,27.55,0,4.58,1,16.03,0,20.4,0,20.74,0
649,10.99,1,7.41,1,6.98,1,15.55,0,9.59,1
650,12.18,1,0.19,1,2.77,1,2.33,1,23.47,0
651,16.68,0,12.56,1,6.45,1,13.07,1,12.38,1
652,27.25,0,29.04,0,16.76,0,13.94,1,25.28,0
653,4.34,1,13.54,1,10.07,1,2.93,1,20.17,0
654,22.26,0,13.7,1,13.81,1,22.98,0,26.37,0
655,16.86,0,3.34,1,23.8,0,4.36,1,27.52,0
656,16.51,0,29.43,0,24.42,0,5.34,1,6.03,1
657,14.45,1,1.01,1,28.06,0,8.17,1,22.0,0
658,18.32,0,0.91,1,11.06,1,15.04,0,18.52,0
659,3.82,1,14.72,1,13.74,1,24.88,0,17.65,0
660,8.12,1,20.34,0,4.18,1,18.18,0,5.27,1
661,6.75,1,0.62,1,12.04,1,18.9,0,23.84,0
662,25.76,0,25.85,0,2.21,1,27.26,0,19.59,0
663,1.53,1,18.37,0,16.59,0,16.86,0,17.97,0
664,12.0,1,28.76,0,29.66,0,19.0,0,6.12,1
665,6.2,1,13.04,1,12.91,1,20.96,0,14.0,1
666,25.46,0,18.22,0,20.97,0,16.65,0,16.59,0
667,26.92,0,14.59,1,9.13,1,27.14,0,4.76,1
668,17.71,0,1.91,1,29.83,0,9.25,1,19.48,0
669,18.89,0,6.97,1,5.94,1,28.34,0,24.83,0
670,18.96,0,10.71,1,8.54,1,6.13,1,5.64,1
671,9.04,1,3.98,1,27.48,0,4.37,1,27.91,0
672,18.35,0,23.09,0,18.32,0,13.83,1,11.88,1
673,27.27,0,17.28,0,17.61,0,28.68,0,29.69,0
674,0.04,1,26.15,0,21.1,0,25.95,0,15.42,0
675,22.78,0,23.91,0,5.72,1,2.46,1,12.22,1
676,16.49,0,14.25,1,12.06,1,16.5,0,1.6,1
677,1.44,1,23.84,0,3.01,1,13.93,1,19.58,0
678,27.49,0,18.72,0,15.73,0,12.83,1,1.35,1
679,24.13,0,12.11,1,15.09,0,17.01,0,14.48,1
680,10.49,1,26.01,0,22.08,0,10.9,1,24.94,0
681,15.66,0,29.98,0,6.43,1,0.9,1,23.1,0
682,14.05,1,28.45,0,18.36,0,15.62,0,24.24,0
683,23.87,0,13.19,1,27.44,0,4.16,1,11.29,1
684,16.12,0,3.22,1,23.02,0,17.65,0,14.52,1
685,10.88,1,17.67,0,1.05,1,9.79,1,8.11,1
686,5.85,1,9.48,1,28.2,0,3.07,1,8.54,1
687,14.35,1,12.34,1,4.89,1,21.0,0,28.04,0
688,7.11,1,22.17,0,29.3,0,1.21,1,16.35,0
689,21.36,0,5.35,1,11.97,1,0.13,1,26.06,0
690,2.76,1,26.41,0,12.47,1,14.35,1,24.45,0
691,3.56,1,11.58,1,16.55,0,4.25,1,1.16,1
692,26.63,0,19.82,0,27.98,0,17.54,0,16.53,0
693,3.5,1,22.23,0,26.18,0,8.84,1,17.21,0
694,24.24,0,13.64,1,22.01,0,25.88,0,14.34,1
695,6.76,1,29.82,0,23.67,0,2.25,1,8.72,1
696,23.88,0,19.81,0,8.39,1,13.77,1,22.72,0
697,21.82,0,25.43,0,27.31,0,8.1,1,28.31,0
698,29.81,0,22.54,0,6.19,1,19.15,0,13.68,1
699,3.61,1,14.72,1,1.99,1,1.47,1,13.61,1
700,7.4,1,8.02,1,9.77,1,20.17,0,4.75,1
701,7.82,1,10.3,1,4.15,1,12.01,1,19.93,0
702,23.88,0,24.16,0,6.94,1,12.47,1,24.66,0
703,18.92,0,13.74,1,16.03,0,1.14,1,13.45,1
704,5.21,1,18.84,0,29.1,0,14.26,1,3.22,1
705,15.41,0,25.22,0,21.93,0,27.69,0,4.2,1
706,29.3,0,27.71,0,22.12,0,20.9,0,7.67,1
707,29.24,0,25.96,0,23.27,0,2.01,1,26.46,0
708,8.16,1,2.76,1,2.82,1,8.15,1,3.78,1
709,29.15,0,24.03,0,28.56,0,10.18,1,1.86,1
710,0.27,1,19.06,0,5.34,1,27.16,0,29.54,0
711,0.2,1,7.59,1,2.56,1,29.72,0,6.84,1
712,17.51,0,14.72,1,17.58,0,26.71,0,22.17,0
713,0.02,1,8.59,1,14.37,1,26.85,0,9.0,1
714,22.21,0,29.32,0,23.19,0,1.88,1,16.08,0
715,25.95,0,23.16,0,18.37,0,24.98,0,2.79,1
716,28.9,0,21.22,0,19.28,0,23.3,0,16.57,0
717,28.6,0,27.05,0,3.16,1,4.17,1,26.73,0
718,9.94,1,28.09,0,8.23,1,22.73,0,19.46,0
719,12.48,1,22.25,0,2.71,1,2.95,1,20.63,0
720,6.85,1,11.72,1,15.37,0,20.79,0,9.67,1
721,14.71,1,1.47,1,8.7,1,26.57,0,5.26,1
722,24.09,0,28.68,0,8.9,1,9.23,1,16.31,0
723,10.4,1,1.04,1,4.16,1,14.75,1,6.16,1
724,14.32,1,17.58,0,14.87,1,4.32,1,1.77,1
725,16.08,0,14.6,1,29.26,0,20.19,0,25.99,0
726,26.59,0,18.71,0,8.04,1,15.86,0,0.28,1
727,14.17,1,7.89,1,27.37,0,21.94,0,14.77,1
728,27.89,0,29.33,0,8.45,1,22.45,0,13.84,1
729,5.5,1,0.55,1,24.99,0,21.12,0,27.56,0
730,22.59,0,13.93,1,25.37,0,27.72,0,18.19,0
731,21.63,0,2.31,1,7.21,1,20.65,0,15.45,0
732,3.48,1,9.46,1,11.05,1,18.28,0,18.99,0
733,9.3,1,3.7,1,6.89,1,3.15,1,26.02,0
734,22.08,0,13.61,1,5.48,1,5.05,1,19.94,0
735,3.09,1,11.97,1,0.38,1,4.26,1,6.85,1
736,22.11,0,5.05,1,5.5,1,8.69,1,24.78,0
737,23.69,0,22.36,0,15.47,0,26.64,0,5.32,1
738,5.24,1,12.84,1,26.61,0,18.31,0,12.8,1
739,14.03,1,3.27,1,16.6,0,24.17,0,14.78,1
740,7.86,1,10.89,1,17.76,0,14.34,1,9.99,1
741,1.17,1,25.77,0,3.6,1,5.39,1,17.74,0
742,12.66,1,1.37,1,18.87,0,10.2,1,21.25,0
743,25.64,0,21.23,0,14.15,1,28.1,0,8.47,1
744,3.4,1,14.22,1,6.12,1,21.95,0,16.98,0
745,18.69,0,10.9,1,26.2,0,7.03,1,25.48,0
746,0.12,1,22.75,0,4.55,1,20.22,0,14.31,1
747,21.11,0,10.09,1,28.63,0,28.28,0,16.14,0
748,28.37,0,22.17,0,6.82,1,9.19,1,9.76,1
749,10.94,1,6.24,1,0.64,1,24.1,0,8.76,1
750,26.43,0,22.72,0,26.29,0,0.24,1,18.54,0
751,19.59,0,11.26,1,27.71,0,4.64,1,9.65,1
752,10.62,1,0.37,1,8.88,1,6.53,1,13.74,1
753,27.37,0,12.47,1,22.22,0,10.59,1,20.61,0
754,27.62,0,0.23,1,12.58,1,5.06,1,15.54,0
755,14.78,1,12.33,1,8.52,1,8.19,1,7.13,1
756,20.04,0,15.66,0,9.65,1,10.74,1,10.69,1
757,10.68,1,6.44,1,12.49,1,24.45,0,13.22,1
758,6.8,1,5.16,1,23.05,0,8.4,1,14.7,1
759,6.65,1,2.78,1,1.28,1,10.4,1,16.57,0
760,0.64,1,17.24,0,5.88,1,3.84,1,14.33,1
761,23.23,0,3.03,1,19.98,0,4.7,1,10.13,1
762,15.36,0,3.91,1,5.85,1,26.56,0,29.03,0
763,13.24,1,14.64,1,3.16,1,16.5,0,14.51,1
764,29.87,0,2.59,1,20.8,0,4.93,1,6.45,1
765,1.82,1,16.79,0,2.57,1,4.67,1,2.5,1
766,26.93,0,0.47,1,23.17,0,13.42,1,2.77,1
767,16.98,0,25.43,0,12.54,1,1.01,1,22.37,0
768,3.33,1,22.22,0,27.86,0,14.34,1,2.38,1
769,21.78,0,2.29,1,21.7,0,11.71,1,15.67,0
770,19.12,0,12.4,1,10.43,1,21.37,0,6.16,1
771,29.95,0,12.18,1,15.35,0,27.9,0,24.47,0
772,25.17,0,21.6,0,24.52,0,4.43,1,2.5,1
773,6.11,1,21.81,0,17.62,0,12.97,1,13.24,1
774,29.3,0,23.36,0,25.98,0,10.42,1,29.18,0
775,1.83,1,26.09,0,2.48,1,15.9,0,21.8,0
776,13.9,1,23.85,0,19.3,0,11.81,1,24.2,0
777,8.16,1,1.94,1,7.58,1,1.85,1,3.14,1
778,13.76,1,19.92,0,24.87,0,27.56,0,19.31,0
779,19.23,0,13.84,1,27.77,0,1.81,1,19.35,0
780,16.79,0,4.47,1,27.18,0,13.98,1,1.85,1
781,0.5,1,27.46,0,4.85,1,14.58,1,28.85,0
782,0.85,1,28.23,0,29.37,0,9.25,1,1.74,1
783,18.09,0,22.3,0,22.22,0,17.62,0,24.08,0
784,26.0,0,11.66,1,26.02,0,23.45,0,0.82,1
785,6.99,1,17.92,0,0.52,1,24.63,0,26.44,0
786,15.87,0,17.08,0,25.92,0,26.83,0,13.4,1
787,7.77,1,8.82,1,3.89,1,1.16,1,20.7,0
788,27.57,0,28.05,0,27.44,0,14.01,1,22.92,0
789,12.65,1,27.19,0,20.98,0,3.68,1,1.53,1
790,28.48,0,13.0,1,25.79,0,15.07,0,1.26,1
791,14.24,1,0.08,1,7.5,1,28.42,0,12.4,1
792,4.12,1,11.19,1,18.34,0,14.27,1,6.15,1
793,28.86,0,5.39,1,10.46,1,4.65,1,28.25,0
794,18.32,0,8.7,1,25.54,0,10.46,1,29.98,0
795,8.33,1,9.49,1,8.69,1,2.44,1,5.65,1
796,23.17,0,23.33,0,10.63,1,10.63,1,28.86,0
797,17.77,0,18.68,0,4.69,1,17.64,0,23.43,0
798,15.57,0,2.25,1,16.25,0,10.11,1,14.36,1
799,6.33,1,3.58,1,15.31,0,10.48,1,24.3,0
800,1.94,1,18.8,0,9.83,1,13.1,1,11.38,1
801,22.68,0,3.81,1,16.98,0,15.75,0,2.96,1
802,10.08,1,9.91,1,2.67,1,21.27,0,23.26,0
803,18.97,0,6.92,1,11.49,1,2.43,1,11.15,1
804,19.2,0,0.61,1,19.26,0,18.88,0,23.45,0
805,5.56,1,15.89,0,6.21,1,6.15,1,4.44,1
806,17.76,0,14.19,1,5.46,1,13.26,1,15.19,0
807,17.87,0,20.93,0,4.4,1,2.17,1,22.6,0
808,5.16,1,14.67,1,4.1,1,19.15,0,13.57,1
809,24.09,0,4.49,1,23.93,0,21.32,0,14.92,1
810,24.64,0,8.28,1,16.18,0,27.1,0,0.58,1
811,8.97,1,12.35,1,23.67,0,7.77,1,8.09,1
812,15.45,0,2.64,1,13.36,1,3.59,1,21.03,0
813,0.43,1,24.32,0,11.17,1,26.95,0,3.41,1
814,26.46,0,18.2,0,11.82,1,18.75,0,25.61,0
815,7.76,1,19.31,0,11.47,1,26.89,0,12.24,1
816,3.77,1,5.0,1,11.62,1,19.6,0,27.93,0
817,29.41,0,0.66,1,18.09,0,10.7,1,5.79,1
818,23.97,0,29.75,0,10.02,1,8.62,1,19.09,0
819,24.71,0,12.91,1,5.41,1,28.77,0,1.01,1
820,22.93,0,7.33,1,15.46,0,9.06,1,28.58,0
821,27.75,0,22.12,0,26.01,0,23.27,0,2.78,1
822,12.34,1,28.28,0,11.26,1,3.8,1,2.49,1
823,0.41,1,9.4,1,16.97,0,18.65,0,21.78,0
824,14.75,1,22.74,0,9.58,1,15.9,0,1.6,1
825,2.38,1,5.43,1,4.49,1,27.41,0,5.84,1
826,7.9,1,3.28,1,5.14,1,14.41,1,14.98,1
827,13.83,1,19.02,0,28.84,0,14.75,1,25.63,0
828,29.65,0,27.35,0,18.84,0,25.76,0,2.24,1
829,11.85,1,20.73,0,28.14,0,7.25,1,8.16,1
830,18.91,0,0.91,1,11.48,1,13.4,1,7.11,1
831,19.39,0,26.03,0,13.17,1,0.87,1,16.65,0
832,13.37,1,26.81,0,22.77,0,0.31,1,3.5,1
833,16.75,0,25.96,0,25.02,0,17.41,0,1.44,1
834,4.93,1,20.83,0,1.01,1,21.99,0,28.08,0
835,3.86,1,0.68,1,11.55,1,14.78,1,24.8,0
836,16.3,0,18.78,0,1.56,1,5.01,1,23.55,0
837,10.16,1,21.66,0,17.18,0,20.62,0,11.95,1
838,27.88,0,25.76,0,9.22,1,21.2,0,29.55,0
839,8.88,1,1.59,1,11.53,1,25.12,0,6.28,1
840,20.65,0,23.78,0,6.37,1,25.19,0,13.92,1
841,0.48,1,24.8,0,7.89,1,1.22,1,13.1,1
842,27.64,0,20.23,0,21.68,0,17.92,0,11.61,1
843,4.17,1,1.19,1,7.67,1,27.81,0,17.28,0
844,24.61,0,16.56,0,13.94,1,18.9,0,29.25,0
845,1.07,1,5.13,1,7.58,1,22.42,0,19.23,0
846,8.48,1,19.24,0,21.04,0,5.66,1,23.31,0
847,10.15,1,12.28,1,14.28,1,21.17,0,10.42,1
848,15.81,0,23.66,0,24.3,0,1.79,1,18.19,0
849,2.49,1,19.66,0,4.69,1,15.27,0,14.3,1
850,19.3,0,1.52,1,18.95,0,19.62,0,14.82,1
851,11.59,1,0.62,1,15.68,0,9.24,1,1.95,1
852,20.96,0,16.1,0,21.6,0,23.46,0,25.45,0
853,23.72,0,17.54,0,6.79,1,1.97,1,18.86,0
854,15.84,0,8.21,1,18.77,0,20.31,0,7.01,1
855,12.5,1,21.32,0,20.02,0,13.86,1,2.31,1
856,2.9,1,17.45,0,27.19,0,27.79,0,11.52,1
857,19.93,0,5.12,1,0.42,1,9.32,1,18.65,0
858,17.21,0,22.83,0,13.27,1,27.98,0,18.94,0
859,23.93,0,2.29,1,28.74,0,13.99,1,0.11,1
860,4.34,1,7.52,1,18.36,0,21.84,0,20.55,0
861,28.59,0,24.52,0,15.5,0,3.0,1,4.15,1
862,29.96,0,17.4,0,18.6,0,12.24,1,12.16,1
863,6.5,1,7.71,1,21.93,0,17.38,0,25.72,0
